"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_63069",134781,"INHS_134781.JPG","63069","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63069.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10853918,2506,2505.26,559,558.81,155,166.94,161,160,284,15276,136604,0,-0.82,394.267,"cm",1.52,"INHS_FISH_63069_measure.json",63.56,63.54,14.18,14.17,3.93,4.23,4.08,4.06,7.2,0.98,8.79,"mm"
"INHS_FISH_63094",134785,"INHS_134785.JPG","63094","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63094.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10883529,2160,2159.12,479,486.21,136,140.43,132,131.64,244,12162,101838,0,0.61,396.143,"cm",2.31,"INHS_FISH_63094_measure.json",54.53,54.5,12.09,12.27,3.43,3.54,3.33,3.32,6.16,0.77,6.49,"mm"
"INHS_FISH_63158",134788,"INHS_134788.JPG","63158","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63158.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10670469,1870,1869.02,334,333.05,17,19.24,126,125.06,236,11865,73453,-0.05,0.25,393.716,"cm",17.8,"INHS_FISH_63158_measure.json",47.5,47.47,8.48,8.46,0.43,0.49,3.2,3.18,5.99,0.77,4.74,"mm"
"INHS_FISH_63771",134925,"INHS_134925.JPG","63771","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63771.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10809318,2179,2178.53,494,494.46,121,126.24,153,152.21,263,15867,104729,-0.01,-1.26,393.677,"cm",-0.9,"INHS_FISH_63771_measure.json",55.35,55.34,12.55,12.56,3.07,3.21,3.89,3.87,6.68,1.02,6.76,"mm"
"INHS_FISH_63931",134937,"INHS_134937.JPG","63931","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63931.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10748952,1025,1024.11,280,279.02,66,67.91,90,89.01,146,5655,34125,0,-0.84,392.944,"cm",5.19,"INHS_FISH_63931_measure.json",26.09,26.06,7.13,7.1,1.68,1.73,2.29,2.27,3.72,0.37,2.21,"mm"
"INHS_FISH_63944",134940,"INHS_134940.JPG","63944","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63944.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10749231,1819,1818.32,480,479.27,148,149.09,147,146.12,242,14958,97641,0,-1.07,393.799,"cm",-0.19,"INHS_FISH_63944_measure.json",46.19,46.17,12.19,12.17,3.76,3.79,3.73,3.71,6.15,0.96,6.3,"mm"
"INHS_FISH_64052",134965,"INHS_134965.JPG","64052","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64052.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10730966,1576,1575.13,391,390.74,109,115.77,125,125.03,216,10136,70906,0,-0.73,393.968,"cm",5.39,"INHS_FISH_64052_measure.json",40,39.98,9.92,9.92,2.77,2.94,3.17,3.17,5.48,0.65,4.57,"mm"
"INHS_FISH_64110",134981,"INHS_134981.JPG","64110","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64110.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10519956,1404,1403,343,342.47,85,86.15,94,93.54,176,6306,54176,0,0,392.998,"cm",-2.82,"INHS_FISH_64110_measure.json",35.73,35.7,8.73,8.71,2.16,2.19,2.39,2.38,4.48,0.41,3.51,"mm"
"INHS_FISH_64170",134993,"INHS_134993.JPG","64170","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64170.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11094873,1618,1617.14,414,415.67,136,138.28,106,105.3,208,8754,74871,0,0.74,395.5,"cm",1.19,"INHS_FISH_64170_measure.json",40.91,40.89,10.47,10.51,3.44,3.5,2.68,2.66,5.26,0.56,4.79,"mm"
"INHS_FISH_64217",134999,"INHS_134999.JPG","64217","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64217.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9262467,1633,1632.03,386,385.01,90,96.57,121,120,221,9569,77424,0,0.35,391.983,"cm",-0.88,"INHS_FISH_64217_measure.json",41.66,41.64,9.85,9.82,2.3,2.46,3.09,3.06,5.64,0.62,5.04,"mm"
"INHS_FISH_64262",135008,"INHS_135008.JPG","64262","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64262.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11379571,2356,2355.08,611,615.49,175,175.29,171,170.01,304,20099,147232,0,0.49,392.348,"cm",4.2,"INHS_FISH_64262_measure.json",60.05,60.03,15.57,15.69,4.46,4.47,4.36,4.33,7.75,1.31,9.56,"mm"
"INHS_FISH_64273",135012,"INHS_135012.JPG","64273","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64273.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10865732,1101,1100.96,263,263.6,48,60,92,91.02,145,5759,33738,0,-2.39,392.194,"cm",5.52,"INHS_FISH_64273_measure.json",28.07,28.07,6.71,6.72,1.22,1.53,2.35,2.32,3.7,0.37,2.19,"mm"
"INHS_FISH_64277",135014,"INHS_135014.JPG","64277","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64277.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10704942,1925,1924.27,446,445.25,123,123.07,126,125.4,216,11033,79491,0,0.95,394.614,"cm",-3.66,"INHS_FISH_64277_measure.json",48.78,48.76,11.3,11.28,3.12,3.12,3.19,3.18,5.47,0.71,5.1,"mm"
"INHS_FISH_64341",135028,"INHS_135028.JPG","64341","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64341.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10606469,1806,1805.05,405,405.6,108,121.66,116,115.11,128,9085,69606,0,-0.44,393.507,"cm",3.88,"INHS_FISH_64341_measure.json",45.89,45.87,10.29,10.31,2.74,3.09,2.95,2.93,3.25,0.59,4.5,"mm"
"INHS_FISH_64466",135057,"INHS_135057.JPG","64466","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64466.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10991328,2075,2074.07,543,549.26,148,148.57,152,151.4,252,16719,115590,-0.01,-0.47,394.512,"cm",-0.54,"INHS_FISH_64466_measure.json",52.6,52.57,13.76,13.92,3.75,3.77,3.85,3.84,6.39,1.07,7.43,"mm"
"INHS_FISH_64474",135058,"INHS_135058.JPG","64474","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64474.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10479918,1439,1438.38,351,350.12,94,94.43,106,105.02,172,7265,50201,0,-1.31,394.367,"cm",7.32,"INHS_FISH_64474_measure.json",36.49,36.47,8.9,8.88,2.38,2.39,2.69,2.66,4.36,0.47,3.23,"mm"
"INHS_FISH_64591",135072,"INHS_135072.JPG","64591","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64591.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10679591,1831,1830.16,455,454.44,125,130.08,132,131.46,233,12245,89091,0,-0.75,393.003,"cm",0.29,"INHS_FISH_64591_measure.json",46.59,46.57,11.58,11.56,3.18,3.31,3.36,3.35,5.93,0.79,5.77,"mm"
"INHS_FISH_64599",135075,"INHS_135075.JPG","64599","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64599.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10043669,1496,1496.2,339,338.09,80,94.34,98,98.01,180,6149,55389,0,-2.3,396.105,"cm",0.67,"INHS_FISH_64599_measure.json",37.77,37.77,8.56,8.54,2.02,2.38,2.47,2.47,4.54,0.39,3.53,"mm"
"INHS_FISH_64823",135103,"INHS_135103.JPG","64823","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64823.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10997991,1652,1651.37,426,425.99,127,136.86,128,127.02,244,11499,84451,0,-1.21,393.577,"cm",6.45,"INHS_FISH_64823_measure.json",41.97,41.96,10.82,10.82,3.23,3.48,3.25,3.23,6.2,0.74,5.45,"mm"
"INHS_FISH_64828",135105,"INHS_135105.JPG","64828","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64828.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11571363,1598,1597.36,370,370.56,94,106,116,115.28,203,9489,64716,0,-1.22,392.803,"cm",14.85,"INHS_FISH_64828_measure.json",40.68,40.67,9.42,9.43,2.39,2.7,2.95,2.93,5.17,0.61,4.19,"mm"
"INHS_FISH_64847",135110,"INHS_135110.JPG","64847","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64847.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11108226,1791,1790.7,437,440.97,121,136.88,121,120.07,241,10064,88374,0,-1.6,397.83,"cm",9.6,"INHS_FISH_64847_measure.json",45.02,45.01,10.98,11.08,3.04,3.44,3.04,3.02,6.06,0.64,5.58,"mm"
"INHS_FISH_65370",135240,"INHS_135240.JPG","65370","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65370.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11202658,1770,1769,392,392.15,109,117.55,108,108.19,226,7790,79418,0,-0.03,394.005,"cm",14.35,"INHS_FISH_65370_measure.json",44.92,44.9,9.95,9.95,2.77,2.98,2.74,2.75,5.74,0.5,5.12,"mm"
"INHS_FISH_65390",135244,"INHS_135244.JPG","65390","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65390.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10944551,1832,1831.25,438,437.55,112,114.14,142,141.01,238,13464,88037,0,0.94,396.546,"cm",-1.96,"INHS_FISH_65390_measure.json",46.2,46.18,11.05,11.03,2.82,2.88,3.58,3.56,6,0.86,5.6,"mm"
"INHS_FISH_65449",135258,"INHS_135258.JPG","65449","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65449.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10853324,1704,1703.01,362,362.6,94,98.08,116,115.16,209,9833,70655,0,0.24,395.307,"cm",2.19,"INHS_FISH_65449_measure.json",43.11,43.08,9.16,9.17,2.38,2.48,2.93,2.91,5.29,0.63,4.52,"mm"
"INHS_FISH_65468",135262,"INHS_135262.JPG","65468","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11319821,2125,2124.01,489,490.66,130,132.2,154,153.12,266,16668,117104,0,0.16,394.355,"cm",0.67,"INHS_FISH_65468_measure.json",53.89,53.86,12.4,12.44,3.3,3.35,3.91,3.88,6.75,1.07,7.53,"mm"
"INHS_FISH_65480",135265,"INHS_135265.JPG","65480","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65480.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10472907,1339,1338.54,315,315.63,76,77.67,95,94.01,185,6001,48525,0,1.63,393.533,"cm",1.57,"INHS_FISH_65480_measure.json",34.03,34.01,8,8.02,1.93,1.97,2.41,2.39,4.7,0.39,3.13,"mm"
"INHS_FISH_65498",135270,"INHS_135270.JPG","65498","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65498.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11120688,2018,2017.04,493,492.29,151,158.15,137,136.37,265,12938,109723,0,0.37,394.804,"cm",2.88,"INHS_FISH_65498_measure.json",51.11,51.09,12.49,12.47,3.82,4.01,3.47,3.45,6.71,0.83,7.04,"mm"
"INHS_FISH_65537",135280,"INHS_135280.JPG","65537","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65537.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11030151,1846,1845.11,406,405.08,108,111.57,116,115.04,220,9405,79902,0,0.62,392.923,"cm",-0.9,"INHS_FISH_65537_measure.json",46.98,46.96,10.33,10.31,2.75,2.84,2.95,2.93,5.6,0.61,5.18,"mm"
"INHS_FISH_65592",135297,"INHS_135297.JPG","65592","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65592.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11185348,1962,1961.29,392,391.1,98,106.23,120,119.6,230,9417,81114,0,-0.99,393.69,"cm",4.11,"INHS_FISH_65592_measure.json",49.84,49.82,9.96,9.93,2.49,2.7,3.05,3.04,5.84,0.61,5.23,"mm"
"INHS_FISH_67961",135366,"INHS_135366.JPG","67961","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_67961.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11234094,1982,1981.38,475,483.62,141,141.23,148,148.35,261,15863,97603,0,1.13,393.143,"cm",-2.22,"INHS_FISH_67961_measure.json",50.41,50.4,12.08,12.3,3.59,3.59,3.76,3.77,6.64,1.03,6.31,"mm"
"INHS_FISH_67962",135367,"INHS_135367.JPG","67962","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_67962.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11327322,1399,1398.28,291,305.79,74,74.06,93,92.44,177,7069,41010,0,1.15,394.768,"cm",1.43,"INHS_FISH_67962_measure.json",35.44,35.42,7.37,7.75,1.87,1.88,2.36,2.34,4.48,0.45,2.63,"mm"
"INHS_FISH_68227",135394,"INHS_135394.JPG","68227","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68227.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11445543,1715,1714.95,415,414.27,126,127.74,112,112.15,221,9502,76583,0,-1.9,394.161,"cm",0,"INHS_FISH_68227_measure.json",43.51,43.51,10.53,10.51,3.2,3.24,2.84,2.85,5.61,0.61,4.93,"mm"
"INHS_FISH_68289",135404,"INHS_135404.JPG","68289","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68289.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10198280,1749,1748.14,484,483.08,136,152.05,127,126.02,255,10286,103715,-0.01,-0.72,392.569,"cm",-6.98,"INHS_FISH_68289_measure.json",44.55,44.53,12.33,12.31,3.46,3.87,3.24,3.21,6.5,0.67,6.73,"mm"
"INHS_FISH_68383",135420,"INHS_135420.JPG","68383","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68383.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10712041,1356,1355.05,329,328.26,86,90.14,105,104.17,169,7206,47938,0,-0.51,392.801,"cm",-2.02,"INHS_FISH_68383_measure.json",34.52,34.5,8.38,8.36,2.19,2.29,2.67,2.65,4.3,0.47,3.11,"mm"
"INHS_FISH_68587",135462,"INHS_135462.JPG","68587","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68587.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11018613,2210,2209.22,547,546.57,167,175.82,134,133.09,283,12396,130228,0,-0.8,395.62,"cm",-2.51,"INHS_FISH_68587_measure.json",55.86,55.84,13.83,13.82,4.22,4.44,3.39,3.36,7.15,0.79,8.32,"mm"
"INHS_FISH_68723",135491,"INHS_135491.JPG","68723","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68723.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10702514,2671,2670.26,603,602.75,176,176.92,139,140.43,293,15977,150736,0,-0.79,395.802,"cm",2.1,"INHS_FISH_68723_measure.json",67.48,67.46,15.23,15.23,4.45,4.47,3.51,3.55,7.4,1.02,9.62,"mm"
"INHS_FISH_68743",135494,"INHS_135494.JPG","68743","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68743.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11028090,2774,2773.2,600,600.14,158,164.01,162,161.01,276,17065,151883,0,-0.68,394.816,"cm",0.26,"INHS_FISH_68743_measure.json",70.26,70.24,15.2,15.2,4,4.15,4.1,4.08,6.99,1.09,9.74,"mm"
"INHS_FISH_69105",135574,"INHS_135574.JPG","69105","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_69105.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10853773,1308,1308.98,338,338.61,79,86.01,112,111.16,174,8528,48470,-0.01,-3.15,392.86,"cm",1.95,"INHS_FISH_69105_measure.json",33.29,33.32,8.6,8.62,2.01,2.19,2.85,2.83,4.43,0.55,3.14,"mm"
"INHS_FISH_7343",123395,"INHS_123395.JPG","7343","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7343.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11411653,1471,1470.14,345,344.15,79,84.86,113,112.04,188,8239,55839,0,-0.78,394.767,"cm",7.31,"INHS_FISH_7343_measure.json",37.26,37.24,8.74,8.72,2,2.15,2.86,2.84,4.76,0.53,3.58,"mm"
"INHS_FISH_73688",135618,"INHS_135618.JPG","73688","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_73688.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11148449,1459,1458.76,356,359.39,86,86.37,118,117.27,190,9632,58379,0,1.85,393.372,"cm",3.18,"INHS_FISH_73688_measure.json",37.09,37.08,9.05,9.14,2.19,2.2,3,2.98,4.83,0.62,3.77,"mm"
"INHS_FISH_73811",135665,"INHS_135665.JPG","73811","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_73811.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10469220,2510,2509.03,574,576.24,163,163.11,181,180.8,290,23034,137456,-0.02,-0.3,390.587,"cm",12.53,"INHS_FISH_73811_measure.json",64.26,64.24,14.7,14.75,4.17,4.18,4.63,4.63,7.42,1.51,9.01,"mm"
"INHS_FISH_74284",135780,"INHS_135780.JPG","74284","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74284.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10742043,1489,1488,367,366.39,95,95.26,130,129,213,11466,66666,0,-0.12,393.861,"cm",-2.98,"INHS_FISH_74284_measure.json",37.81,37.78,9.32,9.3,2.41,2.42,3.3,3.28,5.41,0.74,4.3,"mm"
"INHS_FISH_74312",135781,"INHS_135781.JPG","74312","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74312.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10859619,2092,2091.8,447,449.26,109,117.92,147,146.09,248,15098,91669,0,-1.59,395.177,"cm",0.38,"INHS_FISH_74312_measure.json",52.94,52.93,11.31,11.37,2.76,2.98,3.72,3.7,6.28,0.97,5.87,"mm"
"INHS_FISH_74601",135862,"INHS_135862.JPG","74601","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74601.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11315608,1864,1863.08,434,436.11,118,131.48,137,136.44,225,13349,85246,0,-0.52,393.951,"cm",3.53,"INHS_FISH_74601_measure.json",47.32,47.29,11.02,11.07,3,3.34,3.48,3.46,5.71,0.86,5.49,"mm"
"INHS_FISH_74801",135925,"INHS_135925.JPG","74801","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74801.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10596936,2064,2063.35,480,479.94,145,145.67,142,142.41,252,13931,95531,0,-1.06,392.028,"cm",3.37,"INHS_FISH_74801_measure.json",52.65,52.63,12.24,12.24,3.7,3.72,3.62,3.63,6.43,0.91,6.22,"mm"
"INHS_FISH_75065",135965,"INHS_135965.JPG","75065","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75065.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10888814,1655,1654.59,364,366.43,118,118.07,129,128.47,208,10793,61421,0.01,1.52,395.165,"cm",5.59,"INHS_FISH_75065_measure.json",41.88,41.87,9.21,9.27,2.99,2.99,3.26,3.25,5.26,0.69,3.93,"mm"
"INHS_FISH_75252",136017,"INHS_136017.JPG","75252","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75252.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10615536,2162,2161.78,460,459,112,117.64,148,147.34,262,16043,100478,0,-1.54,391.742,"cm",4.32,"INHS_FISH_75252_measure.json",55.19,55.18,11.74,11.72,2.86,3,3.78,3.76,6.69,1.05,6.55,"mm"
"INHS_FISH_75405",136053,"INHS_136053.JPG","75405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75405.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10998069,1953,1952,437,437.1,123,123.79,134,133,240,11740,88225,0,-0.09,374.845,"cm",7.6,"INHS_FISH_75405_measure.json",52.1,52.07,11.66,11.66,3.28,3.3,3.57,3.55,6.4,0.84,6.28,"mm"
"INHS_FISH_75455",136062,"INHS_136062.JPG","75455","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75455.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11478399,2103,2102.1,462,461.16,138,148.56,133,132.54,245,11761,94482,0,-0.55,394.535,"cm",1.68,"INHS_FISH_75455_measure.json",53.3,53.28,11.71,11.69,3.5,3.77,3.37,3.36,6.21,0.76,6.07,"mm"
"INHS_FISH_75526",136071,"INHS_136071.JPG","75526","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75526.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10978680,1813,1812,477,477.01,139,144.37,133,132.97,233,12057,94039,0,0.03,393.584,"cm",0.21,"INHS_FISH_75526_measure.json",46.06,46.04,12.12,12.12,3.53,3.67,3.38,3.38,5.92,0.78,6.07,"mm"
"INHS_FISH_75572",136079,"INHS_136079.JPG","75572","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75572.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10674790,3045,3044,695,694.18,216,220.44,194,194.49,350,24447,203884,0,0.08,392.285,"cm",1.1,"INHS_FISH_75572_measure.json",77.62,77.6,17.72,17.7,5.51,5.62,4.95,4.96,8.92,1.59,13.25,"mm"
"INHS_FISH_76172",136166,"INHS_136166.JPG","76172","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76172.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10474485,1774,1773.29,419,418,116,118.07,131,130,233,12014,77119,0,-1.03,396.167,"cm",10.51,"INHS_FISH_76172_measure.json",44.78,44.76,10.58,10.55,2.93,2.98,3.31,3.28,5.88,0.77,4.91,"mm"
"INHS_FISH_76200",136176,"INHS_136176.JPG","76200","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76200.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10869336,1640,1639.13,352,351.14,77,79.81,117,116.11,195,9438,61444,0,-0.73,393.02,"cm",6.07,"INHS_FISH_76200_measure.json",41.73,41.71,8.96,8.93,1.96,2.03,2.98,2.95,4.96,0.61,3.98,"mm"
"INHS_FISH_76221",136185,"INHS_136185.JPG","76221","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76221.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10991998,2497,2496.61,614,613.59,155,171.33,168,167.15,331,19968,164708,0,-1.26,396.264,"cm",-0.68,"INHS_FISH_76221_measure.json",63.01,63,15.49,15.48,3.91,4.32,4.24,4.22,8.35,1.27,10.49,"mm"
"INHS_FISH_76260",136197,"INHS_136197.JPG","76260","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76260.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9903831,1333,1333.01,351,350.01,96,101.51,91,90.27,190,5663,57344,0,-2.24,392.327,"cm",-0.78,"INHS_FISH_76260_measure.json",33.98,33.98,8.95,8.92,2.45,2.59,2.32,2.3,4.84,0.37,3.73,"mm"
"INHS_FISH_76296",136205,"INHS_136205.JPG","76296","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76296.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10356053,2106,2105.05,513,512.02,133,135.92,162,161.45,268,18444,116457,0,-0.38,392.866,"cm",1.41,"INHS_FISH_76296_measure.json",53.61,53.58,13.06,13.03,3.39,3.46,4.12,4.11,6.82,1.19,7.55,"mm"
"INHS_FISH_76360",136218,"INHS_136218.JPG","76360","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76360.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11011131,1996,1995.38,448,447.4,120,123.22,135,134.3,247,11102,93233,0,1.12,396.799,"cm",5.07,"INHS_FISH_76360_measure.json",50.3,50.29,11.29,11.28,3.02,3.11,3.4,3.38,6.22,0.71,5.92,"mm"
"INHS_FISH_76551",136272,"INHS_136272.JPG","76551","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76551.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11104710,1878,1877.03,451,452.66,114,115.57,135,134,230,12351,88916,0,-0.31,393.505,"cm",2.78,"INHS_FISH_76551_measure.json",47.72,47.7,11.46,11.5,2.9,2.94,3.43,3.41,5.84,0.8,5.74,"mm"
"INHS_FISH_76758",136327,"INHS_136327.JPG","76758","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76758.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10627892,1712,1711,431,433.5,117,117,122,121.15,223,11165,80963,0,0.13,393.827,"cm",0.64,"INHS_FISH_76758_measure.json",43.47,43.45,10.94,11.01,2.97,2.97,3.1,3.08,5.66,0.72,5.22,"mm"
"INHS_FISH_7695",123484,"INHS_123484.JPG","7695","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7695.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11345795,1087,1086.93,286,286.57,82,86.65,102,101.12,168,6906,38367,0,-2.37,395.357,"cm",-3.24,"INHS_FISH_7695_measure.json",27.49,27.49,7.23,7.25,2.07,2.19,2.58,2.56,4.25,0.44,2.45,"mm"
"INHS_FISH_7705",123488,"INHS_123488.JPG","7705","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7705.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11159398,1219,1218.53,333,332.01,84,87.09,94,93.34,171,5881,49767,0,-1.69,395.741,"cm",-0.2,"INHS_FISH_7705_measure.json",30.8,30.79,8.41,8.39,2.12,2.2,2.38,2.36,4.32,0.38,3.18,"mm"
