"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_33608",129150,"INHS_129150.JPG","33608","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_33608.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10859199,763,762.03,267,273.59,44,45.12,72,71.03,105,3530,22215,0,-0.53,392.858,"cm",17.75,"INHS_FISH_33608_measure.json",19.42,19.4,6.8,6.96,1.12,1.15,1.83,1.81,2.67,0.23,1.44,"mm"
"INHS_FISH_33711",129163,"INHS_129163.JPG","33711","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_33711.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11044286,1318,1317.06,267,266.32,52,56.86,98,97.02,160,6678,38944,0,-0.57,397.545,"cm",3.04,"INHS_FISH_33711_measure.json",33.15,33.13,6.72,6.7,1.31,1.43,2.47,2.44,4.02,0.42,2.46,"mm"
"INHS_FISH_35010",129218,"INHS_129218.JPG","35010","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_35010.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11040567,2248,2247.16,506,505.29,148,160.85,130,129.25,268,12018,113844,0,-0.69,391.462,"cm",5.62,"INHS_FISH_35010_measure.json",57.43,57.4,12.93,12.91,3.78,4.11,3.32,3.3,6.85,0.78,7.43,"mm"
"INHS_FISH_35020",129219,"INHS_129219.JPG","35020","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_35020.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10735000,1908,1907.25,421,420.01,125,125.78,129,128.14,222,11454,78206,0,-0.93,394.45,"cm",-0.71,"INHS_FISH_35020_measure.json",48.37,48.35,10.67,10.65,3.17,3.19,3.27,3.25,5.63,0.74,5.03,"mm"
"INHS_FISH_3504",122434,"INHS_122434.JPG","3504","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_3504.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11595428,1676,1675.06,381,388.96,92,93.38,120,119.51,209,10247,71506,0,0.48,395.626,"cm",5.7,"INHS_FISH_3504_measure.json",42.36,42.34,9.63,9.83,2.33,2.36,3.03,3.02,5.28,0.65,4.57,"mm"
"INHS_FISH_36043",129249,"INHS_129249.JPG","36043","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_36043.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11310696,2520,2519.4,597,596.48,179,184.82,157,156.32,313,18423,161085,0,-1.02,392.198,"cm",-2.28,"INHS_FISH_36043_measure.json",64.25,64.24,15.22,15.21,4.56,4.71,4,3.99,7.98,1.2,10.47,"mm"
"INHS_FISH_36527",129323,"INHS_129323.JPG","36527","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_36527.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9358421,1878,1877.22,482,482.42,122,137.77,140,139.09,266,13184,108786,0,-0.89,391.361,"cm",1.87,"INHS_FISH_36527_measure.json",47.99,47.97,12.32,12.33,3.12,3.52,3.58,3.55,6.8,0.86,7.1,"mm"
"INHS_FISH_36532",129324,"INHS_129324.JPG","36532","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_36532.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9643943,1475,1475.43,356,355.95,88,110,96,95.75,196,6234,62483,0,-2.52,393.367,"cm",-2.82,"INHS_FISH_36532_measure.json",37.5,37.51,9.05,9.05,2.24,2.8,2.44,2.43,4.98,0.4,4.04,"mm"
"INHS_FISH_37891",129461,"INHS_129461.JPG","37891","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_37891.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11392123,2386,2385.07,531,530.46,156,158.67,149,148.34,281,14906,126546,0,-0.43,392.024,"cm",10.62,"INHS_FISH_37891_measure.json",60.86,60.84,13.55,13.53,3.98,4.05,3.8,3.78,7.17,0.97,8.23,"mm"
"INHS_FISH_38217",129533,"INHS_129533.JPG","38217","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38217.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10719657,3291,3290.22,794,793.73,273,273.01,223,229.45,413,33345,263351,0,0.66,334.936,"cm",1.76,"INHS_FISH_38217_measure.json",98.26,98.23,23.71,23.7,8.15,8.15,6.66,6.85,12.33,2.97,23.48,"mm"
"INHS_FISH_38220",129535,"INHS_129535.JPG","38220","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38220.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11054145,2338,2337,534,535.16,154,154.05,162,161.05,280,16998,125214,0,0.05,396.71,"cm",-1.12,"INHS_FISH_38220_measure.json",58.93,58.91,13.46,13.49,3.88,3.88,4.08,4.06,7.06,1.08,7.96,"mm"
"INHS_FISH_38302",129560,"INHS_129560.JPG","38302","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38302.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10530632,2306,2305.59,469,468.61,118,123.97,151,150.12,264,15481,108862,0,-1.29,374.485,"cm",2.61,"INHS_FISH_38302_measure.json",61.58,61.57,12.52,12.51,3.15,3.31,4.03,4.01,7.05,1.1,7.76,"mm"
"INHS_FISH_38304",129561,"INHS_129561.JPG","38304","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38304.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10567630,1832,1831.03,451,450.05,139,140.43,134,133.3,246,12553,90852,0,-0.31,392.493,"cm",2.38,"INHS_FISH_38304_measure.json",46.68,46.65,11.49,11.47,3.54,3.58,3.41,3.4,6.27,0.81,5.9,"mm"
"INHS_FISH_38421",129602,"INHS_129602.JPG","38421","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38421.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10803276,2082,2081.06,508,509.46,132,132.06,152,153.06,256,17679,106150,0,0.44,394.121,"cm",-0.36,"INHS_FISH_38421_measure.json",52.83,52.8,12.89,12.93,3.35,3.35,3.86,3.88,6.5,1.14,6.83,"mm"
"INHS_FISH_38522",129635,"INHS_129635.JPG","38522","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38522.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10645424,3965,3964.83,883,882.73,256,267.04,250,250.15,437,46079,329280,0,-1.17,356.56,"cm",-0.08,"INHS_FISH_38522_measure.json",111.2,111.2,24.76,24.76,7.18,7.49,7.01,7.02,12.26,3.62,25.9,"mm"
"INHS_FISH_38536",129639,"INHS_129639.JPG","38536","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38536.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10602520,1764,1763.35,449,451.61,157,198.83,129,130.23,260,11079,94459,0,-1.14,396.683,"cm",9.95,"INHS_FISH_38536_measure.json",44.47,44.45,11.32,11.38,3.96,5.01,3.25,3.28,6.55,0.7,6,"mm"
"INHS_FISH_38725",129671,"INHS_129671.JPG","38725","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38725.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10284144,2142,2141.96,479,478.18,122,128.71,128,127.57,179,9402,102180,0,1.71,377.695,"cm",-0.33,"INHS_FISH_38725_measure.json",56.71,56.71,12.68,12.66,3.23,3.41,3.39,3.38,4.74,0.66,7.16,"mm"
"INHS_FISH_38783",129685,"INHS_129685.JPG","38783","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38783.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11240332,1603,1602.03,407,407.77,102,102.96,134,133.02,208,12284,70901,0,0.36,394.51,"cm",1.94,"INHS_FISH_38783_measure.json",40.63,40.61,10.32,10.34,2.59,2.61,3.4,3.37,5.27,0.79,4.56,"mm"
"INHS_FISH_38815",129699,"INHS_129699.JPG","38815","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38815.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11176128,1937,1936,481,480.5,145,147.31,123,122.15,233,10273,94388,0,-0.06,394.529,"cm",-0.36,"INHS_FISH_38815_measure.json",49.1,49.07,12.19,12.18,3.68,3.73,3.12,3.1,5.91,0.66,6.06,"mm"
"INHS_FISH_39009",129740,"INHS_129740.JPG","39009","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39009.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11021373,1214,1213,294,293.02,79,79.76,93,92.05,156,5637,36215,0,0.14,392.946,"cm",14.78,"INHS_FISH_39009_measure.json",30.89,30.87,7.48,7.46,2.01,2.03,2.37,2.34,3.97,0.37,2.35,"mm"
"INHS_FISH_39053",129749,"INHS_129749.JPG","39053","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39053.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11196243,1863,1862,418,419.01,123,124.31,122,121.2,219,10152,79392,0,-0.03,392.854,"cm",2.39,"INHS_FISH_39053_measure.json",47.42,47.4,10.64,10.67,3.13,3.16,3.11,3.09,5.57,0.66,5.14,"mm"
"INHS_FISH_39054",129750,"INHS_129750.JPG","39054","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39054.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11188476,1662,1661.46,407,406.54,110,113.76,129,128.02,211,11965,74474,0,-1.35,394.32,"cm",-0.41,"INHS_FISH_39054_measure.json",42.15,42.13,10.32,10.31,2.79,2.88,3.27,3.25,5.35,0.77,4.79,"mm"
"INHS_FISH_39078",129756,"INHS_129756.JPG","39078","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39078.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11195195,1520,1519.5,341,340.01,76,87.82,118,118.09,187,9576,56124,0,-1.47,393.169,"cm",3.36,"INHS_FISH_39078_measure.json",38.66,38.65,8.67,8.65,1.93,2.23,3,3,4.76,0.62,3.63,"mm"
"INHS_FISH_39101",129761,"INHS_129761.JPG","39101","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39101.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10371258,2915,2914.06,672,671.3,197,200.26,190,190.28,327,24556,186057,0,-0.35,357.064,"cm",0.65,"INHS_FISH_39101_measure.json",81.64,81.61,18.82,18.8,5.52,5.61,5.32,5.33,9.16,1.93,14.59,"mm"
"INHS_FISH_39104",129762,"INHS_129762.JPG","39104","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39104.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11328068,2023,2022,405,404.01,107,120.77,119,119.08,234,8438,77936,0,0.09,392.223,"cm",5.41,"INHS_FISH_39104_measure.json",51.58,51.55,10.33,10.3,2.73,3.08,3.03,3.04,5.97,0.55,5.07,"mm"
"INHS_FISH_39175",129777,"INHS_129777.JPG","39175","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39175.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10734256,1936,1935.13,482,483.49,150,151.2,129,128.56,243,10860,96269,0,-0.65,393.792,"cm",-5.1,"INHS_FISH_39175_measure.json",49.16,49.14,12.24,12.28,3.81,3.84,3.28,3.26,6.17,0.7,6.21,"mm"
"INHS_FISH_39401",129801,"INHS_129801.JPG","39401","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39401.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11077490,1503,1502.23,384,383.05,92,102.42,121,120.2,199,8950,65554,0,-0.99,392.953,"cm",0.48,"INHS_FISH_39401_measure.json",38.25,38.23,9.77,9.75,2.34,2.61,3.08,3.06,5.06,0.58,4.25,"mm"
"INHS_FISH_39448",129815,"INHS_129815.JPG","39448","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39448.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11048210,1408,1407.08,328,327.18,76,82.86,113,112.02,173,8815,47805,0,-0.61,392.578,"cm",-2.08,"INHS_FISH_39448_measure.json",35.87,35.84,8.36,8.33,1.94,2.11,2.88,2.85,4.41,0.57,3.1,"mm"
"INHS_FISH_39488",129830,"INHS_129830.JPG","39488","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39488.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10613059,2232,2231.05,557,556.52,177,177.1,164,163.11,282,19750,126038,0,-0.39,393.874,"cm",3.14,"INHS_FISH_39488_measure.json",56.67,56.64,14.14,14.13,4.49,4.5,4.16,4.14,7.16,1.27,8.12,"mm"
"INHS_FISH_39556",129851,"INHS_129851.JPG","39556","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39556.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10562177,2545,2544,539,542.16,143,145.17,154,153.21,268,15378,126338,0,-0.07,367.532,"cm",2.45,"INHS_FISH_39556_measure.json",69.25,69.22,14.67,14.75,3.89,3.95,4.19,4.17,7.29,1.14,9.35,"mm"
"INHS_FISH_39569",129853,"INHS_129853.JPG","39569","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39569.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11211994,3225,3224.3,711,710.05,208,216.48,212,212.98,348,27519,213568,0,-0.78,361.421,"cm",1.6,"INHS_FISH_39569_measure.json",89.23,89.21,19.67,19.65,5.76,5.99,5.87,5.89,9.63,2.11,16.35,"mm"
"INHS_FISH_39584",129856,"INHS_129856.JPG","39584","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39584.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11041906,1517,1516.01,339,343.46,87,87.01,105,104.12,180,7372,51981,0,0.19,391.081,"cm",-2.77,"INHS_FISH_39584_measure.json",38.79,38.76,8.67,8.78,2.22,2.22,2.68,2.66,4.6,0.48,3.4,"mm"
"INHS_FISH_39603",129857,"INHS_129857.JPG","39603","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39603.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11130678,2165,2164.19,531,530.03,146,149.68,152,151.74,263,15739,114820,0,-0.77,399.662,"cm",6.56,"INHS_FISH_39603_measure.json",54.17,54.15,13.29,13.26,3.65,3.75,3.8,3.8,6.58,0.99,7.19,"mm"
"INHS_FISH_40063",129890,"INHS_129890.JPG","40063","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40063.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11256376,1674,1673,378,377,87,94.54,140,139.36,217,13798,72522,-0.01,0.07,392.922,"cm",-0.59,"INHS_FISH_40063_measure.json",42.6,42.58,9.62,9.59,2.21,2.41,3.56,3.55,5.52,0.89,4.7,"mm"
"INHS_FISH_40481",129911,"INHS_129911.JPG","40481","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40481.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11318776,1669,1668.05,359,358.01,83,95.38,115,114.28,213,9537,69388,0,-0.45,394.299,"cm",0.78,"INHS_FISH_40481_measure.json",42.33,42.3,9.1,9.08,2.11,2.42,2.92,2.9,5.4,0.61,4.46,"mm"
"INHS_FISH_40608",129946,"INHS_129946.JPG","40608","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40608.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10894646,2110,2109.2,536,535.06,140,146.16,153,152.01,288,16638,127389,0,-0.79,393.189,"cm",2.2,"INHS_FISH_40608_measure.json",53.66,53.64,13.63,13.61,3.56,3.72,3.89,3.87,7.32,1.08,8.24,"mm"
"INHS_FISH_40755",129992,"INHS_129992.JPG","40755","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40755.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11098298,1580,1579.15,382,381,108,110.86,129,128.1,211,10936,65215,0.01,-0.8,393.691,"cm",16.33,"INHS_FISH_40755_measure.json",40.13,40.11,9.7,9.68,2.74,2.82,3.28,3.25,5.36,0.71,4.21,"mm"
"INHS_FISH_40851",130018,"INHS_130018.JPG","40851","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40851.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10157860,1795,1797.81,493,496.15,131,160.65,127,126.57,260,10566,110343,0,-3.73,393.941,"cm",-2.81,"INHS_FISH_40851_measure.json",45.57,45.64,12.51,12.59,3.33,4.08,3.22,3.21,6.6,0.68,7.11,"mm"
"INHS_FISH_41403",130142,"INHS_130142.JPG","41403","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41403.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10930908,2480,2479,571,570.06,158,163.23,183,182.62,295,21699,140732,0,0.07,393.775,"cm",1.59,"INHS_FISH_41403_measure.json",62.98,62.95,14.5,14.48,4.01,4.15,4.65,4.64,7.49,1.4,9.08,"mm"
"INHS_FISH_41657",130198,"INHS_130198.JPG","41657","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41657.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10595322,2528,2527.46,597,597.7,166,175.19,171,170.75,304,19856,158791,0,-1.09,392.009,"cm",1.13,"INHS_FISH_41657_measure.json",64.49,64.47,15.23,15.25,4.23,4.47,4.36,4.36,7.75,1.29,10.33,"mm"
"INHS_FISH_41686",130203,"INHS_130203.JPG","41686","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41686.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11304340,1971,1970,431,430.26,131,132.23,139,138.13,228,13474,79629,0,-0.12,396.2,"cm",10.5,"INHS_FISH_41686_measure.json",49.75,49.72,10.88,10.86,3.31,3.34,3.51,3.49,5.75,0.86,5.07,"mm"
"INHS_FISH_41708",130206,"INHS_130206.JPG","41708","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41708.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11068732,1670,1669.03,397,396.25,115,119.37,119,119.85,208,9847,68082,0,-0.34,395.378,"cm",2.6,"INHS_FISH_41708_measure.json",42.24,42.21,10.04,10.02,2.91,3.02,3.01,3.03,5.26,0.63,4.36,"mm"
"INHS_FISH_41709",130207,"INHS_130207.JPG","41709","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41709.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11080112,1720,1719,406,405,106,116.36,120,119.51,220,10034,75727,0,-0.07,395.149,"cm",0.92,"INHS_FISH_41709_measure.json",43.53,43.5,10.27,10.25,2.68,2.94,3.04,3.02,5.57,0.64,4.85,"mm"
"INHS_FISH_4171",122586,"INHS_122586.JPG","4171","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4171.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11402521,1346,1345,305,304,82,85.44,92,91.02,170,5906,43052,0,-0.09,397.605,"cm",3.31,"INHS_FISH_4171_measure.json",33.85,33.83,7.67,7.65,2.06,2.15,2.31,2.29,4.28,0.37,2.72,"mm"
"INHS_FISH_41757",130217,"INHS_130217.JPG","41757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41757.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11028408,1337,1336.22,351,350.57,94,94.64,112,111.11,171,8189,49727,0,-1.03,395.824,"cm",1.97,"INHS_FISH_41757_measure.json",33.78,33.76,8.87,8.86,2.37,2.39,2.83,2.81,4.32,0.52,3.17,"mm"
"INHS_FISH_41797",130222,"INHS_130222.JPG","41797","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41797.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11069573,2240,2240.85,504,503.32,140,156.52,142,142.14,259,14320,116120,0,-2.33,375.716,"cm",4.91,"INHS_FISH_41797_measure.json",59.62,59.64,13.41,13.4,3.73,4.17,3.78,3.78,6.89,1.01,8.23,"mm"
"INHS_FISH_41816",130227,"INHS_130227.JPG","41816","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41816.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11162166,1822,1821.06,437,436,126,134.13,141,140.23,232,13249,83070,0,-0.47,392.316,"cm",2.09,"INHS_FISH_41816_measure.json",46.44,46.42,11.14,11.11,3.21,3.42,3.59,3.57,5.91,0.86,5.4,"mm"
"INHS_FISH_4197",122591,"INHS_122591.JPG","4197","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4197.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11350359,1400,1399.05,345,344.28,93,99.02,109,108.07,188,8150,53364,0,-0.49,393.56,"cm",-0.89,"INHS_FISH_4197_measure.json",35.57,35.55,8.77,8.75,2.36,2.52,2.77,2.75,4.78,0.53,3.45,"mm"
"INHS_FISH_42535",130403,"INHS_130403.JPG","42535","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42535.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11007271,1234,1233.01,291,293.78,84,85,60,59.54,158,3453,39043,0,0.19,392.231,"cm",0.15,"INHS_FISH_42535_measure.json",31.46,31.44,7.42,7.49,2.14,2.17,1.53,1.52,4.03,0.22,2.54,"mm"
"INHS_FISH_42877",130485,"INHS_130485.JPG","42877","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42877.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11005860,1531,1530.06,410,409.15,123,128.44,125,124.58,209,10424,71172,0,0.49,394.015,"cm",5.72,"INHS_FISH_42877_measure.json",38.86,38.83,10.41,10.38,3.12,3.26,3.17,3.16,5.3,0.67,4.58,"mm"
"INHS_FISH_42931",130499,"INHS_130499.JPG","42931","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42931.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11090959,1681,1680.34,410,410.25,110,127.26,120,119,203,9723,71899,0,-1.16,396.819,"cm",4.92,"INHS_FISH_42931_measure.json",42.36,42.35,10.33,10.34,2.77,3.21,3.02,3,5.12,0.62,4.57,"mm"
"INHS_FISH_42960",130508,"INHS_130508.JPG","42960","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42960.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10939192,1199,1198.43,296,295.29,85,88.6,100,99.32,158,6620,36788,0,-1.53,392.45,"cm",7.41,"INHS_FISH_42960_measure.json",30.55,30.54,7.54,7.52,2.17,2.26,2.55,2.53,4.03,0.43,2.39,"mm"
"INHS_FISH_42961",130509,"INHS_130509.JPG","42961","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42961.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11236009,1644,1643.16,395,395.14,117,125.36,125,124.02,216,10815,71494,0.01,-0.8,393.199,"cm",10.11,"INHS_FISH_42961_measure.json",41.81,41.79,10.05,10.05,2.98,3.19,3.18,3.15,5.49,0.7,4.62,"mm"
"INHS_FISH_42999",130516,"INHS_130516.JPG","42999","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42999.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10971963,1716,1715.01,387,388.28,118,118.15,116,115.62,205,9326,66229,0,0.2,394.175,"cm",5.26,"INHS_FISH_42999_measure.json",43.53,43.51,9.82,9.85,2.99,3,2.94,2.93,5.2,0.6,4.26,"mm"
"INHS_FISH_43025",130520,"INHS_130520.JPG","43025","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43025.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11213008,1133,1132.19,257,257.12,60,60.21,83,82.15,138,4964,29931,0,-1.06,392.421,"cm",-5.77,"INHS_FISH_43025_measure.json",28.87,28.85,6.55,6.55,1.53,1.53,2.12,2.09,3.52,0.32,1.94,"mm"
"INHS_FISH_43026",130521,"INHS_130521.JPG","43026","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43026.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065212,1578,1577.61,388,387.25,121,125.16,121,121.49,220,10479,71165,-0.01,-1.6,396.283,"cm",2.05,"INHS_FISH_43026_measure.json",39.82,39.81,9.79,9.77,3.05,3.16,3.05,3.07,5.55,0.67,4.53,"mm"
"INHS_FISH_44640",130728,"INHS_130728.JPG","44640","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_44640.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10997418,1967,1966.08,448,447.64,128,136.01,131,130.03,248,11471,92838,0,-0.52,395.654,"cm",13.12,"INHS_FISH_44640_measure.json",49.72,49.69,11.32,11.31,3.24,3.44,3.31,3.29,6.27,0.73,5.93,"mm"
"INHS_FISH_4498",122689,"INHS_122689.JPG","4498","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4498.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194768,1106,1105.8,293,292,70,74.33,104,103.04,157,6704,38075,0,-2.18,395.871,"cm",8.26,"INHS_FISH_4498_measure.json",27.94,27.93,7.4,7.38,1.77,1.88,2.63,2.6,3.97,0.43,2.43,"mm"
"INHS_FISH_45001",130859,"INHS_130859.JPG","45001","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45001.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10879717,2193,2192.09,525,524.42,155,169.26,146,145.06,309,15479,137191,0,-0.52,397.056,"cm",-0.39,"INHS_FISH_45001_measure.json",55.23,55.21,13.22,13.21,3.9,4.26,3.68,3.65,7.78,0.98,8.7,"mm"
"INHS_FISH_45251",130933,"INHS_130933.JPG","45251","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45251.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10929580,1678,1678.22,353,357.95,81,103.86,105,104.69,115,7714,58220,0,-2.19,395.248,"cm",-2.82,"INHS_FISH_45251_measure.json",42.45,42.46,8.93,9.06,2.05,2.63,2.66,2.65,2.91,0.49,3.73,"mm"
"INHS_FISH_45480",130977,"INHS_130977.JPG","45480","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45480.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10936760,2160,2160.2,532,531.14,134,137.77,150,149,266,16138,109708,-0.01,-1.91,391.94,"cm",5.69,"INHS_FISH_45480_measure.json",55.11,55.12,13.57,13.55,3.42,3.52,3.83,3.8,6.79,1.05,7.14,"mm"
