"X","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","SL_bbox.diff","SL_lm.diff","HL_bbox.diff","HL_lm.diff","pOD_bbox.diff","pOD_lm.diff","ED_bbox.diff","ED_lm.diff","HH_lm.diff","EA_m.diff","HA_m.diff"
"INHS_FISH_87393",4.96,4.97,1.18,1.19,0.36,0.36,0.32,0.32,241,0.07,0.62,49.55,49.68,11.8,11.87,3.57,3.58,3.19,3.17,6.1,2868.87,24354.76,0.00499999999999989,0.00199999999999978,-2.22044604925031e-16,0.00300000000000011,0.003,0.002,0.001,0.003,240.39,-286.817,-2434.856
"INHS_FISH_87395",3.78,3.78,0.86,0.86,0.22,0.24,0.27,0.26,186,0.05,0.36,37.79,37.77,8.65,8.62,2.19,2.37,2.67,2.65,4.73,1941.42,13990.97,0.00099999999999989,0.00299999999999967,-0.005,-0.00199999999999989,0.001,0.00299999999999997,0.003,-0.005,185.527,-194.092,-1398.737
"INHS_FISH_87409",4.53,4.53,1.13,1.13,0.34,0.35,0.33,0.33,237,0.07,0.57,45.28,45.27,11.26,11.32,3.44,3.46,3.31,3.29,6,2917.91,22378.24,0.00199999999999978,0.00300000000000011,0.004,-0.00200000000000022,-0.00399999999999995,0.004,-0.001,0.001,236.4,-291.721,-2237.254
"INHS_FISH_87425",7.32,7.32,1.69,1.69,0.46,0.47,0.52,0.52,321,0.17,1.24,73.22,73.2,16.91,16.89,4.56,4.75,5.24,5.22,8.76,6363.35,45357.82,-0.00199999999999978,0,-0.00100000000000011,0.00099999999999989,0.00400000000000006,-0.005,-0.004,-0.002,320.124,-636.165,-4534.542
"INHS_FISH_87433",4.3,4.32,1.05,1.05,0.34,0.34,0.27,0.27,214,0.05,0.48,43.03,43.21,10.51,10.5,3.35,3.35,2.69,2.67,5.43,2149.4,18761.74,-0.00300000000000011,-0.000999999999999446,-0.00099999999999989,0,0.005,0.005,0.001,0.003,213.457,-214.89,-1875.694
"INHS_FISH_87444",4.85,4.84,1.18,1.18,0.3,0.34,0.38,0.38,246,0.09,0.63,48.45,48.44,11.8,11.81,2.99,3.43,3.78,3.76,6.24,3619.71,24957.04,0.00499999999999901,-0.00399999999999956,-2.22044604925031e-16,-0.00100000000000011,0.000999999999999945,-0.003,0.002,0.004,245.376,-361.881,-2495.074
"INHS_FISH_87545",2.9,2.9,0.67,0.67,0.14,0.16,0.2,0.2,140,0.03,0.21,29.04,29.02,6.74,6.72,1.45,1.55,1.98,1.96,3.56,1189.22,8361.9,-0.004,-0.00200000000000022,-0.004,-0.00199999999999989,-0.00499999999999998,0.005,0.002,0.004,139.644,-118.892,-835.98
"INHS_FISH_87561",3.54,3.56,0.88,0.88,0.23,0.23,0.28,0.27,182,0.06,0.34,35.38,35.58,8.82,8.79,2.31,2.35,2.77,2.75,4.63,2234.19,13257.98,0.00199999999999978,0.00200000000000022,-0.002,0.00100000000000011,-0.001,-0.005,0.003,-0.005,181.537,-223.359,-1325.458
"INHS_FISH_87969",3.97,4,1.03,1.05,0.29,0.29,0.28,0.28,198,0.06,0.43,39.66,40,10.29,10.46,2.94,2.95,2.76,2.75,5.02,2298.58,16921.07,0.00400000000000045,0,0.00100000000000011,0.004,-0.004,-0.00500000000000006,0.00400000000000006,0.005,197.498,-229.798,-1691.677
"INHS_FISH_88015",5.47,5.47,1.32,1.33,0.39,0.39,0.35,0.35,258,0.09,0.74,54.7,54.7,13.22,13.28,3.93,3.93,3.47,3.49,6.49,3581.76,29346.36,-8.88178419700125e-16,-8.88178419700125e-16,-0.002,0.00200000000000022,-0.003,-0.003,0.00299999999999995,0.000999999999999945,257.351,-358.086,-2933.896
"INHS_FISH_88042",4.16,4.19,1.1,1.1,0.31,0.31,0.36,0.36,223,0.09,0.51,41.61,41.86,10.96,10.99,3.08,3.08,3.59,3.56,5.67,3566.88,19963.33,-0.000999999999999446,0.00400000000000045,0.004,0.00100000000000011,0.002,0.002,0.001,0.004,222.433,-356.598,-1995.823
"INHS_FISH_88046",4.29,4.31,1.03,1.04,0.29,0.29,0.28,0.28,204,0.06,0.46,42.92,43.08,10.28,10.38,2.89,2.91,2.82,2.8,5.18,2258.55,18277.03,-0.00199999999999978,0.00199999999999978,0.002,0.002,0.000999999999999945,-0.00100000000000006,-0.00199999999999995,5.55111512312578e-17,203.482,-225.795,-1827.243
"INHS_FISH_88057",6.76,6.75,1.67,1.67,0.47,0.48,0.48,0.48,321,0.16,1.14,67.56,67.54,16.69,16.7,4.74,4.77,4.81,4.8,8.13,6166.48,44976.71,0.00399999999999956,-0.00400000000000045,0.00099999999999989,0,-0.00400000000000006,0.003,-0.001,0,320.187,-616.488,-4496.531
"INHS_FISH_88063",3.99,3.99,0.83,0.83,0.16,0.2,0.29,0.28,178,0.06,0.35,39.94,39.92,8.32,8.31,1.62,2,2.87,2.84,4.52,2286.83,13651.44,-0.00399999999999956,-0.00199999999999978,-0.00200000000000011,-0.00100000000000011,-0.002,0,0.00299999999999995,-0.00399999999999995,177.548,-228.623,-1364.794
"INHS_FISH_88076",6.5,6.5,1.54,1.54,0.46,0.46,0.42,0.42,287,0.12,0.88,64.96,64.96,15.39,15.41,4.6,4.6,4.19,4.17,7.25,4654.37,34929,0.00400000000000045,0.00400000000000045,0.00099999999999989,-0.00099999999999989,5.55111512312578e-17,5.55111512312578e-17,0.000999999999999945,0.003,286.275,-465.317,-3492.02
"INHS_FISH_88093",4.86,4.86,1.04,1.04,0.25,0.26,0.29,0.29,235,0.06,0.56,48.6,48.6,10.43,10.41,2.48,2.59,2.89,2.87,5.95,2306.21,22109.08,0,0,-0.00299999999999989,-0.00099999999999989,0.002,0.001,0.000999999999999945,0.00299999999999995,234.405,-230.561,-2210.348
"INHS_FISH_88290",5.51,5.53,1.23,1.24,0.35,0.36,0.38,0.38,249,0.1,0.71,55.13,55.26,12.35,12.4,3.55,3.55,3.79,3.76,6.64,3655.41,26524.04,-0.00300000000000011,0.00400000000000045,-0.00499999999999989,0,-0.005,0.005,0.001,0.004,248.336,-365.441,-2651.694
"INHS_FISH_88630",4.57,4.65,1.08,1.11,0.33,0.33,0.34,0.34,249,0.08,0.58,45.71,46.53,10.85,11.06,3.26,3.34,3.44,3.41,6.29,3220.99,22790.16,-0.000999999999999446,-0.00300000000000011,-0.00499999999999989,0.004,0.00400000000000006,-0.00399999999999995,-0.00399999999999995,-0.001,248.371,-322.019,-2278.436
"INHS_FISH_88952",10.39,10.38,2.55,2.58,0.73,0.73,0.66,0.67,416,0.31,2.55,103.86,103.83,25.54,25.78,7.27,7.31,6.64,6.67,11.41,11448.16,92853.99,0.00400000000000134,-0.00299999999999834,-0.004,0.00199999999999978,0.003,-0.001,-0.00399999999999989,0.003,414.859,-1144.506,-9282.849
"INHS_FISH_89013",3.45,3.45,0.8,0.8,0.21,0.23,0.27,0.27,172,0.05,0.3,34.51,34.48,8.02,8.05,2.06,2.27,2.72,2.71,4.38,2126.13,11660.24,-0.000999999999999446,0.00200000000000067,-0.00199999999999989,-0.005,0.00399999999999998,0.003,-0.002,-0.001,171.562,-212.563,-1165.724
"INHS_FISH_89026",4.62,4.64,1.13,1.13,0.32,0.32,0.35,0.35,235,0.08,0.56,46.23,46.35,11.28,11.25,3.16,3.23,3.5,3.47,6,3305.61,21984.34,-0.00299999999999923,0.00499999999999989,0.002,0.00499999999999989,0.004,-0.003,0,0.00299999999999995,234.4,-330.481,-2197.874
"INHS_FISH_89039",2.04,2.04,0.54,0.54,0.12,0.13,0.17,0.17,113,0.02,0.14,20.39,20.45,5.38,5.38,1.19,1.32,1.72,1.7,2.87,847.25,5574.21,0.00099999999999989,-0.00499999999999989,0.002,0.002,0.001,-0.002,-0.00199999999999997,2.77555756156289e-17,112.713,-84.705,-557.281
"INHS_FISH_89077",5.82,5.82,1.25,1.25,0.33,0.34,0.4,0.4,272,0.11,0.71,58.24,58.23,12.51,12.49,3.32,3.39,4.03,4,6.89,4292.37,27951.07,-0.00399999999999956,-0.00299999999999923,-0.00099999999999989,0.00099999999999989,-0.00199999999999995,0.001,-0.003,0,271.311,-429.127,-2794.397
"INHS_FISH_89615",3.72,3.72,0.99,0.99,0.19,0.19,0.3,0.3,190,0.06,0.39,37.23,37.2,9.89,9.93,1.87,1.91,3.01,2.99,4.81,2389.36,15521.47,-0.00299999999999967,0,0.00099999999999989,-0.003,0.003,-0.001,-0.001,0.000999999999999945,189.519,-238.876,-1551.757
"INHS_FISH_89697",3.91,3.91,0.91,0.91,0.21,0.21,0.32,0.32,200,0.07,0.41,39.07,39.07,9.1,9.09,2.08,2.09,3.19,3.17,5.07,2622.64,16061.95,0.00300000000000011,0.00300000000000011,1.11022302462516e-16,0.001,0.00199999999999997,0.001,0.001,0.003,199.493,-262.194,-1605.785
"INHS_FISH_90066",4.18,4.18,1.02,1.03,0.24,0.24,0.27,0.27,206,0.06,0.48,41.76,41.76,10.22,10.32,2.41,2.41,2.74,2.72,5.22,2294.37,19021,0.00399999999999956,0.00399999999999956,-0.002,-0.002,-0.00100000000000003,-0.00100000000000003,-0.004,-0.002,205.478,-229.377,-1901.62
"INHS_FISH_90142",4.71,4.73,1.09,1.09,0.31,0.31,0.33,0.33,232,0.08,0.57,47.14,47.33,10.9,10.91,3.06,3.09,3.34,3.32,5.92,3004.31,22244.45,-0.00400000000000045,-0.00299999999999923,0,-0.00099999999999989,0.004,0.001,-0.00399999999999995,-0.00199999999999995,231.408,-300.351,-2223.875
"INHS_FISH_91757",2.75,2.74,0.67,0.67,0.15,0.16,0.24,0.24,143,0.04,0.22,27.45,27.43,6.71,6.69,1.49,1.57,2.43,2.41,3.62,1643.74,8524.36,0.00499999999999989,-0.00299999999999967,-0.001,0.001,0.001,0.003,-0.00300000000000003,-0.00100000000000003,142.638,-164.334,-852.216
"INHS_FISH_91775",2.53,2.53,0.63,0.62,0.15,0.15,0.21,0.2,132,0.03,0.19,25.31,25.29,6.26,6.24,1.54,1.54,2.07,2.05,3.33,1195.51,7329.94,-0.00099999999999989,0.00099999999999989,0.004,-0.004,-0.004,-0.004,0.003,-0.00499999999999998,131.667,-119.521,-732.804
"INHS_FISH_92100",3.84,3.84,0.99,0.99,0.24,0.26,0.32,0.32,208,0.07,0.44,38.41,38.39,9.87,9.86,2.44,2.58,3.18,3.16,5.29,2593.84,17197.63,-0.00099999999999989,0.00099999999999989,0.00300000000000011,0.004,-0.004,0.002,0.002,0.004,207.471,-259.314,-1719.323
"INHS_FISH_92166",4.2,4.2,1.01,1.01,0.24,0.24,0.28,0.27,213,0.06,0.5,42.03,42.01,10.11,10.13,2.39,2.43,2.77,2.75,5.41,2312.28,19606.72,-0.00300000000000011,-0.000999999999999446,-0.00099999999999989,-0.00300000000000011,0.000999999999999973,-0.00300000000000003,0.003,-0.005,212.459,-231.168,-1960.172
"INHS_FISH_92249",4.15,4.27,1.02,1.05,0.28,0.3,0.36,0.36,214,0.1,0.46,41.46,42.66,10.17,10.49,2.8,2.99,3.6,3.58,5.46,3889.06,17990.17,0.00400000000000045,0.00399999999999956,0.00300000000000011,0.00100000000000011,5.55111512312578e-17,0.000999999999999945,0,0.002,213.454,-388.806,-1798.557
"INHS_FISH_92501",5.13,5.13,1.14,1.13,0.31,0.34,0.33,0.32,248,0.08,0.63,51.3,51.28,11.37,11.35,3.15,3.43,3.27,3.25,6.29,3072.96,24856.92,0,0.00199999999999978,0.00299999999999989,-0.00500000000000012,-0.005,-0.003,0.003,-0.005,247.371,-307.216,-2485.062
"INHS_FISH_92883",4.16,4.2,0.94,0.99,0.25,0.26,0.34,0.34,215,0.07,0.43,41.57,41.97,9.43,9.93,2.48,2.6,3.41,3.39,5.43,2967.48,16849.16,0.00300000000000011,0.00300000000000011,-0.003,-0.003,0.002,0,-0.001,0.001,214.457,-296.678,-1684.486
"INHS_FISH_93363",4.96,4.96,1.07,1.07,0.26,0.28,0.33,0.33,237,0.08,0.53,49.61,49.59,10.66,10.65,2.59,2.85,3.3,3.34,6.01,3078.92,20735.4,-0.00100000000000033,0.000999999999999446,0.004,0.00500000000000012,0.001,-0.005,5.55111512312578e-17,-0.00399999999999995,236.399,-307.812,-2073.01
"INHS_FISH_94567",5.17,5.17,1.23,1.22,0.33,0.35,0.38,0.38,257,0.1,0.66,51.7,51.68,12.27,12.25,3.28,3.53,3.84,3.82,6.53,3842.99,25885.42,0,0.00199999999999978,0.00300000000000011,-0.00500000000000012,0.00200000000000006,-0.003,-0.004,-0.002,256.347,-384.199,-2587.882
"INHS_FISH_94624",6,6.03,1.42,1.42,0.39,0.39,0.46,0.46,305,0.15,0.91,59.98,60.32,14.19,14.2,3.91,3.91,4.58,4.55,7.8,5954.72,35625.3,0.00200000000000067,-0.00199999999999978,0.00099999999999989,0,-0.001,-0.001,0.002,0.00500000000000006,304.22,-595.322,-3561.62
"INHS_FISH_94625",4.95,4.96,1.18,1.18,0.31,0.32,0.4,0.39,244,0.11,0.63,49.46,49.6,11.77,11.77,3.14,3.22,3.96,3.94,6.19,4264.58,24695.28,0.00400000000000045,0,0.00299999999999989,0.00299999999999989,-0.004,-0.002,0.004,-0.004,243.381,-426.348,-2468.898
"INHS_FISH_97377",3.79,3.79,0.78,0.78,0.16,0.19,0.28,0.28,196,0.06,0.35,37.87,37.86,7.76,7.83,1.59,1.86,2.75,2.8,4.95,2328.55,14019.59,0.00300000000000011,0.004,0.004,-0.003,0.001,0.004,0.005,5.55111512312578e-17,195.505,-232.795,-1401.609
"INHS_FISH_97387",4.66,4.66,1.14,1.14,0.3,0.31,0.38,0.38,257,0.1,0.62,46.61,46.59,11.43,11.4,3.03,3.14,3.79,3.77,6.5,3851.18,24592.09,-0.000999999999999446,0.000999999999999446,-0.00300000000000011,-2.22044604925031e-16,-0.003,-0.004,0.001,0.003,256.35,-385.018,-2458.589
"INHS_FISH_97396",3.23,3.22,0.82,0.82,0.24,0.24,0.25,0.25,180,0.04,0.33,32.26,32.24,8.23,8.21,2.37,2.39,2.53,2.5,4.55,1714.13,12879.18,0.004,-0.004,-0.00300000000000011,-0.00100000000000011,0.00299999999999997,0.000999999999999973,-0.003,0,179.545,-171.373,-1287.588
"INHS_FISH_97405",3.06,3.06,0.72,0.72,0.17,0.17,0.25,0.25,150,0.04,0.25,30.59,30.59,7.2,7.18,1.71,1.73,2.54,2.53,3.82,1665.85,9750.81,0.00099999999999989,0.00099999999999989,0,0.002,-0.000999999999999973,-0.00299999999999997,-0.004,-0.003,149.618,-166.545,-974.831
"INHS_FISH_97446",4.39,4.4,0.96,0.96,0.23,0.26,0.3,0.3,134,0.06,0.4,43.94,43.96,9.58,9.64,2.25,2.61,2.98,2.98,3.39,2225.18,15804.08,-0.00400000000000045,0.00400000000000045,0.002,-0.00400000000000011,0.005,-0.001,0.002,0.002,133.661,-222.458,-1580.008
"INHS_FISH_97608",2.93,2.92,0.72,0.72,0.17,0.19,0.24,0.24,155,0.04,0.24,29.25,29.25,7.18,7.17,1.71,1.91,2.37,2.35,3.95,1476.53,9596.96,0.00500000000000034,-0.00499999999999989,0.002,0.003,-0.000999999999999973,-0.001,0.00299999999999997,0.00499999999999998,154.605,-147.613,-959.456
"INHS_FISH_97610",3.75,3.75,0.78,0.78,0.17,0.19,0.21,0.21,175,0.04,0.31,37.5,37.48,7.78,7.76,1.72,1.94,2.13,2.11,4.44,1429.66,12113.33,0,0.00200000000000022,0.002,0.004,-0.00199999999999997,-0.004,-0.003,-0.001,174.556,-142.926,-1211.023
"INHS_FISH_97727",3.15,3.15,0.72,0.72,0.17,0.18,0.24,0.24,159,0.04,0.26,31.47,31.49,7.25,7.23,1.74,1.76,2.37,2.35,4.02,1480.53,10333.14,0.00300000000000011,0.00099999999999989,-0.005,-0.00300000000000011,-0.00399999999999998,0.004,0.00299999999999997,0.00499999999999998,158.598,-148.013,-1033.054
"INHS_FISH_97820",2.97,2.97,0.74,0.74,0.18,0.18,0.25,0.24,153,0.04,0.25,29.68,29.72,7.37,7.4,1.82,1.83,2.46,2.43,3.87,1621.31,9923.64,0.00200000000000022,-0.00199999999999978,0.003,0,-0.002,-0.003,0.004,-0.00300000000000003,152.613,-162.091,-992.114
"INHS_FISH_97827",3.25,3.25,0.77,0.77,0.21,0.21,0.24,0.24,166,0.04,0.28,32.5,32.53,7.71,7.72,2.11,2.11,2.44,2.41,4.21,1538.67,11105.11,0,-0.00300000000000011,-0.001,-0.002,-0.001,-0.001,-0.004,-0.00100000000000003,165.579,-153.827,-1110.231
"INHS_FISH_97870",3.3,3.31,0.81,0.8,0.22,0.22,0.26,0.26,177,0.05,0.31,33.02,33.06,8.05,8.03,2.15,2.19,2.58,2.57,4.48,1875.57,12333.01,-0.00200000000000067,0.004,0.005,-0.00299999999999989,0.005,0.001,0.002,0.003,176.552,-187.507,-1232.991
"INHS_FISH_98264",4.36,4.36,0.94,0.94,0.19,0.21,0.23,0.23,209,0.03,0.47,43.62,43.6,9.39,9.36,1.93,2.12,2.29,2.28,5.32,1369.47,18420.99,-0.00199999999999978,0,0.00099999999999989,0.004,-0.003,-0.00200000000000003,0.001,0.00200000000000003,208.468,-136.917,-1841.629
"INHS_FISH_98276",2.78,2.82,0.7,0.72,0.16,0.17,0.22,0.21,150,0.03,0.25,27.83,28.22,6.98,7.23,1.6,1.69,2.16,2.13,3.81,1367.14,9666.73,-0.00300000000000011,-0.00200000000000022,0.00199999999999989,-0.00300000000000011,0,0.00100000000000003,0.00399999999999998,-0.003,149.619,-136.684,-966.423
"INHS_FISH_98278",2.54,2.57,0.55,0.55,0.13,0.13,0.19,0.18,125,0.02,0.15,25.37,25.65,5.47,5.52,1.3,1.3,1.86,1.84,3.18,972.06,5936.97,0.00300000000000011,0.00499999999999989,0.00300000000000011,-0.00199999999999989,0,0,0.004,-0.004,124.682,-97.186,-593.547
"INHS_FISH_98618",4.12,4.12,1.08,1.08,0.27,0.29,0.3,0.3,209,0.06,0.5,41.25,41.24,10.8,10.78,2.72,2.9,2.97,2.95,5.31,2450.69,19682.78,-0.00499999999999989,-0.00400000000000045,0,0.00200000000000022,-0.002,0,0.00299999999999995,0.00499999999999995,208.469,-245.009,-1967.778
"INHS_FISH_98624",3.63,3.63,0.96,0.96,0.26,0.27,0.32,0.32,207,0.07,0.43,36.28,36.3,9.61,9.61,2.63,2.65,3.19,3.17,5.24,2854.08,16913.72,0.00199999999999978,0,-0.001,-0.001,-0.003,0.005,0.001,0.003,206.476,-285.338,-1690.942
"INHS_FISH_98910",4.99,5,1.29,1.28,0.36,0.36,0.35,0.35,288,0.09,0.78,49.92,50.02,12.85,12.84,3.56,3.61,3.51,3.48,7.27,3745.03,30900.69,-0.00199999999999978,-0.00200000000000067,0.00500000000000012,-0.004,0.004,-0.001,-0.001,0.002,287.273,-374.413,-3089.289
"INHS_FISH_99151",5.12,5.12,1.31,1.31,0.35,0.35,0.34,0.34,284,0.09,0.81,51.19,51.17,13.08,13.07,3.45,3.54,3.38,3.35,7.21,3364.61,31857.9,0.00100000000000033,0.00300000000000011,0.002,0.00300000000000011,0.00499999999999995,-0.004,0.00200000000000006,0.005,283.279,-336.371,-3184.98
"INHS_FISH_99198",5.5,5.5,1.26,1.26,0.31,0.33,0.33,0.33,272,0.08,0.79,55,54.98,12.56,12.56,3.12,3.32,3.3,3.28,6.9,3055.1,30976.89,0,0.00200000000000067,0.004,0.004,-0.002,-0.00199999999999995,5.55111512312578e-17,0.00200000000000006,271.31,-305.43,-3096.899
"INHS_FISH_99207",4.26,4.26,1.03,1.04,0.24,0.24,0.31,0.31,213,0.07,0.49,42.57,42.56,10.27,10.37,2.44,2.44,3.1,3.08,5.42,2737.06,19182.29,0.00300000000000011,0.00399999999999956,0.00300000000000011,0.00300000000000011,-0.004,-0.004,0,0.002,212.458,-273.636,-1917.739
"INHS_FISH_99336",4.87,4.87,1.16,1.15,0.24,0.27,0.33,0.33,246,0.08,0.63,48.72,48.71,11.56,11.54,2.41,2.68,3.33,3.31,6.25,3285.92,24973.33,-0.00199999999999978,-0.00100000000000033,0.00399999999999978,-0.004,-0.00100000000000003,0.002,-0.003,-0.001,245.375,-328.512,-2496.703
"INHS_FISH_99367",4.31,4.31,1.05,1.05,0.25,0.27,0.3,0.3,228,0.06,0.54,43.08,43.06,10.52,10.5,2.54,2.67,2.97,2.96,5.79,2496.03,21179.27,0.00199999999999978,0.00399999999999956,-0.002,0,-0.004,0.003,0.00299999999999995,0.004,227.421,-249.543,-2117.387
"INHS_FISH_99604",3.17,3.17,0.81,0.81,0.24,0.25,0.26,0.25,183,0.05,0.32,31.72,31.72,8.13,8.1,2.42,2.46,2.57,2.55,4.62,1929.53,12502.33,-0.00199999999999978,-0.00199999999999978,-0.003,1.11022302462516e-16,-0.002,0.004,0.003,-0.005,182.538,-192.903,-1249.913
"INHS_FISH_99608",3.39,3.39,0.95,0.96,0.25,0.25,0.28,0.28,192,0.05,0.36,33.92,33.9,9.54,9.56,2.51,2.54,2.78,2.76,4.86,2016.01,14248.79,-0.00200000000000022,4.44089209850063e-16,-0.004,0.00399999999999989,-0.001,-0.004,0.00200000000000006,0.00400000000000006,191.514,-201.551,-1424.519
