"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_86967",138598,"INHS_138598.JPG","86967","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_86967.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10767740,1816,1815.11,442,441.41,114,115.12,134,133.09,230,13289,86761,1.3,0.63,394.51,"cm",0.27,"INHS_FISH_86967",NA,NA,46.03,46.01,11.2,11.19,2.89,2.92,3.4,3.37,5.83,0.85,5.57,"mm"
"INHS_FISH_86981",138604,"INHS_138604.JPG","86981","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_86981.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10621867,1680,1681.41,402,404.62,105,105.17,124,123.02,217,10518,74472,2.79,3.07,392.936,"cm",3.41,"INHS_FISH_86981",NA,NA,42.76,42.79,10.23,10.3,2.67,2.68,3.16,3.13,5.52,0.68,4.82,"mm"
"INHS_FISH_87192",138646,"INHS_138646.JPG","87192","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87192.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10369482,2564,2564.38,553,559.95,152,153.58,145,144.12,282,14900,135199,0.58,1.88,395.148,"cm",0.76,"INHS_FISH_87192",NA,NA,64.89,64.9,13.99,14.17,3.85,3.89,3.67,3.65,7.14,0.95,8.66,"mm"
"INHS_FISH_87318",138670,"INHS_138670.JPG","87318","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87318.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9586321,1513,1540.7,402,402.89,128,129.26,113,112,217,7997,76540,13.01,11.08,394.152,"cm",12.97,"INHS_FISH_87318",NA,NA,38.39,39.09,10.2,10.22,3.25,3.28,2.87,2.84,5.51,0.51,4.93,"mm"
"INHS_FISH_87354",138678,"INHS_138678.JPG","87354","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87354.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,9937240,2265,2264.74,461,460.18,115,116.73,147,146.77,255,14756,103141,178.87,-1.47,396.081,"cm",-1.47,"INHS_FISH_87354",NA,NA,57.19,57.18,11.64,11.62,2.9,2.95,3.71,3.71,6.44,0.94,6.57,"mm"
"INHS_FISH_87361",138679,"INHS_138679.JPG","87361","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87361.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11199822,1977,1977.96,429,428.73,101,115,127,126.14,228,10819,87371,177.35,-2.55,396.399,"cm",-2.52,"INHS_FISH_87361",NA,NA,49.87,49.9,10.82,10.82,2.55,2.9,3.2,3.18,5.75,0.69,5.56,"mm"
"INHS_FISH_87372",138682,"INHS_138682.JPG","87372","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87372.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9744285,1783,1788.9,453,463.15,140,141.28,106,105.3,252,6375,102162,4.49,5.03,395.159,"cm",3.53,"INHS_FISH_87372",NA,NA,45.12,45.27,11.46,11.72,3.54,3.58,2.68,2.66,6.38,0.41,6.54,"mm"
"INHS_FISH_87393",138685,"INHS_138685.JPG","87393","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87393.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10572245,1957,1961.9,466,468.85,141,141.35,126,125.04,241,11330,96184,5.11,4.44,394.929,"cm",4.12,"INHS_FISH_87393",NA,NA,49.55,49.68,11.8,11.87,3.57,3.58,3.19,3.17,6.1,0.73,6.17,"mm"
"INHS_FISH_87395",138686,"INHS_138686.JPG","87395","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87395.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11198564,1486,1485.02,340,339.15,86,93.23,105,104.02,186,7634,55015,1.08,0.31,393.218,"cm",0.54,"INHS_FISH_87395",NA,NA,37.79,37.77,8.65,8.62,2.19,2.37,2.67,2.65,4.73,0.49,3.56,"mm"
"INHS_FISH_87409",138690,"INHS_138690.JPG","87409","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87409.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10714176,1790,1789.62,445,447.39,136,136.72,131,130.1,237,11535,88465,1.98,1.5,395.317,"cm",1.28,"INHS_FISH_87409",NA,NA,45.28,45.27,11.26,11.32,3.44,3.46,3.31,3.29,6,0.74,5.66,"mm"
"INHS_FISH_87425",138693,"INHS_138693.JPG","87425","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87425.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10378235,2684,2683.11,620,619.18,167,174.04,192,191.44,321,23325,166260,179.97,-0.51,366.552,"cm",-0.41,"INHS_FISH_87425",NA,NA,73.22,73.2,16.91,16.89,4.56,4.75,5.24,5.22,8.76,1.74,12.37,"mm"
"INHS_FISH_87433",138695,"INHS_138695.JPG","87433","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87433.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10703284,1695,1702.31,414,413.59,132,132.14,106,105.02,214,8467,73907,6.8,5.66,393.924,"cm",5.86,"INHS_FISH_87433",NA,NA,43.03,43.21,10.51,10.5,3.35,3.35,2.69,2.67,5.43,0.55,4.76,"mm"
"INHS_FISH_87444",138697,"INHS_138697.JPG","87444","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87444.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10928663,1909,1908.6,465,465.47,118,135.2,149,148.05,246,14262,98333,179.16,-1.44,394.009,"cm",-0.53,"INHS_FISH_87444",NA,NA,48.45,48.44,11.8,11.81,2.99,3.43,3.78,3.76,6.24,0.92,6.33,"mm"
"INHS_FISH_87545",138715,"INHS_138715.JPG","87545","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87545.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11219824,1142,1141.34,265,264.19,57,61.1,78,77.23,140,4677,32886,179.14,-1.41,393.284,"cm",-1.12,"INHS_FISH_87545",NA,NA,29.04,29.02,6.74,6.72,1.45,1.55,1.98,1.96,3.56,0.3,2.13,"mm"
"INHS_FISH_87561",138718,"INHS_138718.JPG","87561","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87561.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11243497,1392,1399.83,347,346,91,92.4,109,108,182,8790,52161,9.04,6.44,393.431,"cm",8.6,"INHS_FISH_87561",NA,NA,35.38,35.58,8.82,8.79,2.31,2.35,2.77,2.75,4.63,0.57,3.37,"mm"
"INHS_FISH_87969",138795,"INHS_138795.JPG","87969","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_87969.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10318961,1565,1578.17,406,412.63,116,116.28,109,108.66,198,9070,66769,7.48,7.68,394.591,"cm",6.86,"INHS_FISH_87969",NA,NA,39.66,40,10.29,10.46,2.94,2.95,2.76,2.75,5.02,0.58,4.29,"mm"
"INHS_FISH_88015",138809,"INHS_138809.JPG","88015","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88015.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10991188,2173,2172.88,525,527.42,156,156,138,138.76,258,14228,116574,0.65,1.64,397.235,"cm",0.73,"INHS_FISH_88015",NA,NA,54.7,54.7,13.22,13.28,3.93,3.93,3.47,3.49,6.49,0.9,7.39,"mm"
"INHS_FISH_88042",138815,"INHS_138815.JPG","88042","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88042.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10827808,1636,1646,431,432.05,121,121.15,141,140.06,223,14025,78496,9.23,6.63,393.201,"cm",7.78,"INHS_FISH_88042",NA,NA,41.61,41.86,10.96,10.99,3.08,3.08,3.59,3.56,5.67,0.91,5.08,"mm"
"INHS_FISH_88046",138817,"INHS_138817.JPG","88046","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88046.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10546734,1691,1697.18,405,409.04,114,114.63,111,110.29,204,8898,72006,4.8,5.27,393.97,"cm",4.12,"INHS_FISH_88046",NA,NA,42.92,43.08,10.28,10.38,2.89,2.91,2.82,2.8,5.18,0.57,4.64,"mm"
"INHS_FISH_88057",138821,"INHS_138821.JPG","88057","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88057.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10608827,2667,2666.06,659,659.15,187,188.29,190,189.45,321,24341,177537,0.42,0.39,394.731,"cm",0.28,"INHS_FISH_88057",NA,NA,67.56,67.54,16.69,16.7,4.74,4.77,4.81,4.8,8.13,1.56,11.39,"mm"
"INHS_FISH_88063",138823,"INHS_138823.JPG","88063","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88063.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10531965,1574,1573.17,328,327.61,64,78.82,113,112,178,9012,53798,0.72,-0.84,394.083,"cm",0.01,"INHS_FISH_88063",NA,NA,39.94,39.92,8.32,8.31,1.62,2,2.87,2.84,4.52,0.58,3.46,"mm"
"INHS_FISH_88076",138825,"INHS_138825.JPG","88076","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88076.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11006400,2571,2571.09,609,609.97,182,182.07,166,165.01,287,18422,138249,179.51,-1.67,395.8,"cm",-0.73,"INHS_FISH_88076",NA,NA,64.96,64.96,15.39,15.41,4.6,4.6,4.19,4.17,7.25,1.18,8.82,"mm"
"INHS_FISH_88093",138830,"INHS_138830.JPG","88093","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88093.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11325578,1920,1920.07,412,411.12,98,102.2,114,113.22,235,9111,87345,2.24,1.91,395.064,"cm",2.56,"INHS_FISH_88093",NA,NA,48.6,48.6,10.43,10.41,2.48,2.59,2.89,2.87,5.95,0.58,5.6,"mm"
"INHS_FISH_88290",138884,"INHS_138884.JPG","88290","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88290.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10748191,2067,2071.73,463,465.03,133,133.24,142,141.01,249,13705,99445,4.58,4.26,374.924,"cm",4.53,"INHS_FISH_88290",NA,NA,55.13,55.26,12.35,12.4,3.55,3.55,3.79,3.76,6.64,0.97,7.07,"mm"
"INHS_FISH_88630",138954,"INHS_138954.JPG","88630","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88630.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11346070,1808,1840.58,429,437.36,129,132.22,136,135,249,12741,90149,11.3,10.96,395.561,"cm",11.05,"INHS_FISH_88630",NA,NA,45.71,46.53,10.85,11.06,3.26,3.34,3.44,3.41,6.29,0.81,5.76,"mm"
"INHS_FISH_88952",139043,"INHS_139043.JPG","88952","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_88952.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10002449,3786,3785.09,931,939.89,265,266.58,242,243.12,416,41733,338489,0.1,0.39,364.539,"cm",-0.42,"INHS_FISH_88952",NA,NA,103.86,103.83,25.54,25.78,7.27,7.31,6.64,6.67,11.41,3.14,25.47,"mm"
"INHS_FISH_89013",139057,"INHS_139057.JPG","89013","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89013.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10645814,1355,1354.04,315,315.94,81,89.05,107,106.3,172,8349,45788,3.21,0.42,392.685,"cm",0.69,"INHS_FISH_89013",NA,NA,34.51,34.48,8.02,8.05,2.06,2.27,2.72,2.71,4.38,0.54,2.97,"mm"
"INHS_FISH_89026",139059,"INHS_139059.JPG","89026","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89026.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11231848,1812,1816.88,442,441.02,124,126.7,137,136.06,235,12957,86172,175.17,-4.61,391.97,"cm",-5.24,"INHS_FISH_89026",NA,NA,46.23,46.35,11.28,11.25,3.16,3.23,3.5,3.47,6,0.84,5.61,"mm"
"INHS_FISH_89039",139064,"INHS_139064.JPG","89039","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89039.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11230425,804,806.22,212,212.04,47,51.89,68,67.07,113,3341,21981,7.84,5.12,394.334,"cm",7.08,"INHS_FISH_89039",NA,NA,20.39,20.45,5.38,5.38,1.19,1.32,1.72,1.7,2.87,0.21,1.41,"mm"
"INHS_FISH_89077",139073,"INHS_139073.JPG","89077","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89077.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10663866,2299,2298.66,494,493.23,131,133.96,159,158.03,272,16944,110336,1.69,1.37,394.747,"cm",0.72,"INHS_FISH_89077",NA,NA,58.24,58.23,12.51,12.49,3.32,3.39,4.03,4,6.89,1.09,7.08,"mm"
"INHS_FISH_89615",139225,"INHS_139225.JPG","89615","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89615.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11109059,1472,1471.02,391,392.47,74,75.71,119,118.11,190,9448,61375,178.17,-0.31,395.42,"cm",-1.06,"INHS_FISH_89615",NA,NA,37.23,37.2,9.89,9.93,1.87,1.91,3.01,2.99,4.81,0.6,3.93,"mm"
"INHS_FISH_89697",139250,"INHS_139250.JPG","89697","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_89697.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10230334,1542,1542.17,359,358.62,82,82.61,126,125.14,200,10351,63393,0.42,2.23,394.678,"cm",2.18,"INHS_FISH_89697",NA,NA,39.07,39.07,9.1,9.09,2.08,2.09,3.19,3.17,5.07,0.66,4.07,"mm"
"INHS_FISH_90066",139307,"INHS_139307.JPG","90066","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_90066.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11529764,1647,1647.17,403,406.91,95,95.01,108,107.23,206,9049,75019,1.67,2.16,394.401,"cm",1.77,"INHS_FISH_90066",NA,NA,41.76,41.76,10.22,10.32,2.41,2.41,2.74,2.72,5.22,0.58,4.82,"mm"
"INHS_FISH_90142",139326,"INHS_139326.JPG","90142","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_90142.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10993302,1847,1854.37,427,427.69,120,121.06,131,130.02,232,11772,87162,5.87,5.45,391.837,"cm",5.35,"INHS_FISH_90142",NA,NA,47.14,47.33,10.9,10.91,3.06,3.09,3.34,3.32,5.92,0.77,5.68,"mm"
"INHS_FISH_91757",139783,"INHS_139783.JPG","91757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_91757.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11358331,1084,1083.02,265,264.07,59,61.98,96,95.01,143,6491,33662,1.07,0.32,394.892,"cm",0.05,"INHS_FISH_91757",NA,NA,27.45,27.43,6.71,6.69,1.49,1.57,2.43,2.41,3.62,0.42,2.16,"mm"
"INHS_FISH_91775",139789,"INHS_139789.JPG","91775","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_91775.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11086805,1002,1001.03,248,247.13,61,61.03,82,81.02,132,4733,29019,179.71,-0.46,395.897,"cm",-1.43,"INHS_FISH_91775",NA,NA,25.31,25.29,6.26,6.24,1.54,1.54,2.07,2.05,3.33,0.3,1.85,"mm"
"INHS_FISH_92100",139879,"INHS_139879.JPG","92100","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_92100.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10982677,1510,1509.01,388,387.81,96,101.51,125,124.04,208,10197,67608,0.67,-0.19,393.124,"cm",-0.02,"INHS_FISH_92100",NA,NA,38.41,38.39,9.87,9.86,2.44,2.58,3.18,3.16,5.29,0.66,4.37,"mm"
"INHS_FISH_92166",139903,"INHS_139903.JPG","92166","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_92166.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10630648,1654,1653,398,398.45,94,95.52,109,108.04,213,9099,77154,0.4,0.07,393.508,"cm",0.01,"INHS_FISH_92166",NA,NA,42.03,42.01,10.11,10.13,2.39,2.43,2.77,2.75,5.41,0.59,4.98,"mm"
"INHS_FISH_92249",139923,"INHS_139923.JPG","92249","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_92249.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11173719,1626,1673.27,399,411.36,110,117.39,141,140.43,214,15253,70558,13.82,13.8,392.203,"cm",13.93,"INHS_FISH_92249",NA,NA,41.46,42.66,10.17,10.49,2.8,2.99,3.6,3.58,5.46,0.99,4.59,"mm"
"INHS_FISH_92501",139990,"INHS_139990.JPG","92501","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_92501.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10921889,2022,2021.4,448,447.29,124,135.25,129,128.04,248,12113,97981,179.57,-1.13,394.18,"cm",-0.57,"INHS_FISH_92501",NA,NA,51.3,51.28,11.37,11.35,3.15,3.43,3.27,3.25,6.29,0.78,6.31,"mm"
"INHS_FISH_92883",140100,"INHS_140100.JPG","92883","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_92883.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10857560,1645,1660.71,373,392.76,98,102.79,135,134.24,215,11743,66676,7.6,8.13,395.723,"cm",8.15,"INHS_FISH_92883",NA,NA,41.57,41.97,9.43,9.93,2.48,2.6,3.41,3.39,5.43,0.75,4.26,"mm"
"INHS_FISH_93363",140233,"INHS_140233.JPG","93363","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_93363.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11422249,1955,1954.3,420,419.81,102,112.31,130,131.59,237,12134,81718,0.53,-1,394.099,"cm",0.23,"INHS_FISH_93363",NA,NA,49.61,49.59,10.66,10.65,2.59,2.85,3.3,3.34,6.01,0.78,5.26,"mm"
"INHS_FISH_94567",140458,"INHS_140458.JPG","94567","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_94567.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11102177,2035,2034,483,482.02,129,139.09,151,150.21,257,15126,101885,179.64,0.11,393.6,"cm",-0.04,"INHS_FISH_94567",NA,NA,51.7,51.68,12.27,12.25,3.28,3.53,3.84,3.82,6.53,0.98,6.58,"mm"
"INHS_FISH_94624",140470,"INHS_140470.JPG","94624","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_94624.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10763152,2346,2359.37,555,555.44,153,153.12,179,178.1,305,23291,139343,5.8,6.33,391.135,"cm",5.7,"INHS_FISH_94624",NA,NA,59.98,60.32,14.19,14.2,3.91,3.91,4.58,4.55,7.8,1.52,9.11,"mm"
"INHS_FISH_94625",140471,"INHS_140471.JPG","94625","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_94625.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11197419,1950,1955.56,464,464.17,124,127.12,156,155.21,244,16815,97372,5.16,4.69,394.294,"cm",4.62,"INHS_FISH_94625",NA,NA,49.46,49.6,11.77,11.77,3.14,3.22,3.96,3.94,6.19,1.08,6.26,"mm"
"INHS_FISH_97377",141351,"INHS_141351.JPG","97377","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97377.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10945588,1499,1498.39,307,310.06,63,73.57,109,110.63,196,9216,55487,1.2,-1.3,395.782,"cm",0.25,"INHS_FISH_97377",NA,NA,37.87,37.86,7.76,7.83,1.59,1.86,2.75,2.8,4.95,0.59,3.54,"mm"
"INHS_FISH_97387",141355,"INHS_141355.JPG","97387","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97387.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11275063,1844,1843.31,452,451.09,120,124.19,150,149.12,257,15236,97291,1.09,1.06,395.619,"cm",1.85,"INHS_FISH_97387",NA,NA,46.61,46.59,11.43,11.4,3.03,3.14,3.79,3.77,6.5,0.97,6.22,"mm"
"INHS_FISH_97396",141361,"INHS_141361.JPG","97396","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97396.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11056393,1277,1276.51,326,325.02,94,94.43,100,99.05,180,6786,50987,179.58,-1.62,395.887,"cm",-0.91,"INHS_FISH_97396",NA,NA,32.26,32.24,8.23,8.21,2.37,2.39,2.53,2.5,4.55,0.43,3.25,"mm"
"INHS_FISH_97405",141364,"INHS_141364.JPG","97405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97405.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11389722,1202,1202.21,283,282.11,67,68.07,100,99.25,150,6546,38316,2.15,2.57,392.952,"cm",4.22,"INHS_FISH_97405",NA,NA,30.59,30.59,7.2,7.18,1.71,1.73,2.54,2.53,3.82,0.42,2.48,"mm"
"INHS_FISH_97446",141382,"INHS_141382.JPG","97446","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97446.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11783255,1738,1738.58,379,381.16,89,103.08,118,117.83,134,8801,62508,178.69,-2.44,395.518,"cm",-1.42,"INHS_FISH_97446",NA,NA,43.94,43.96,9.58,9.64,2.25,2.61,2.98,2.98,3.39,0.56,4,"mm"
"INHS_FISH_97608",141434,"INHS_141434.JPG","97608","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97608.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11059850,1149,1148.92,282,281.58,67,75.13,93,92.35,155,5800,37698,4.71,2.29,392.812,"cm",4.69,"INHS_FISH_97608",NA,NA,29.25,29.25,7.18,7.17,1.71,1.91,2.37,2.35,3.95,0.38,2.44,"mm"
"INHS_FISH_97610",141435,"INHS_141435.JPG","97610","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97610.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10373640,1479,1478.15,307,306,68,76.48,84,83.02,175,5638,47770,1.94,0.81,394.359,"cm",1.73,"INHS_FISH_97610",NA,NA,37.5,37.48,7.78,7.76,1.72,1.94,2.13,2.11,4.44,0.36,3.07,"mm"
"INHS_FISH_97727",141462,"INHS_141462.JPG","97727","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97727.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11112416,1246,1246.49,287,286.14,69,69.87,94,93.19,159,5861,40906,3.55,2.81,395.872,"cm",3.81,"INHS_FISH_97727",NA,NA,31.47,31.49,7.25,7.23,1.74,1.76,2.37,2.35,4.02,0.37,2.61,"mm"
"INHS_FISH_97820",141492,"INHS_141492.JPG","97820","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97820.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10760829,1172,1173.73,291,292.1,72,72.11,97,96.02,153,6402,39185,4.93,3.91,394.865,"cm",4.59,"INHS_FISH_97820",NA,NA,29.68,29.72,7.37,7.4,1.82,1.83,2.46,2.43,3.87,0.41,2.51,"mm"
"INHS_FISH_97827",141496,"INHS_141496.JPG","97827","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97827.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11185782,1281,1282.14,304,304.38,83,83.22,96,95.01,166,6064,43766,5.12,3.31,394.107,"cm",4.9,"INHS_FISH_97827",NA,NA,32.5,32.53,7.71,7.72,2.11,2.11,2.44,2.41,4.21,0.39,2.82,"mm"
"INHS_FISH_97870",141518,"INHS_141518.JPG","97870","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_97870.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10993262,1304,1305.52,318,317.01,85,86.49,102,101.32,177,7406,48699,3.37,3.56,394.867,"cm",3.92,"INHS_FISH_97870",NA,NA,33.02,33.06,8.05,8.03,2.15,2.19,2.58,2.57,4.48,0.47,3.12,"mm"
"INHS_FISH_98264",141637,"INHS_141637.JPG","98264","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_98264.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10444104,1715,1714.04,369,368.01,76,83.26,90,89.56,209,5384,72421,0.41,-0.4,393.144,"cm",0.07,"INHS_FISH_98264",NA,NA,43.62,43.6,9.39,9.36,1.93,2.12,2.29,2.28,5.32,0.35,4.69,"mm"
"INHS_FISH_98276",141639,"INHS_141639.JPG","98276","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_98276.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11099095,1096,1111.36,275,284.89,63,66.73,85,84.05,150,5385,38076,9.29,9.84,393.887,"cm",9.6,"INHS_FISH_98276",NA,NA,27.83,28.22,6.98,7.23,1.6,1.69,2.16,2.13,3.81,0.35,2.45,"mm"
"INHS_FISH_98278",141641,"INHS_141641.JPG","98278","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_98278.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10747508,997,1007.99,215,217.01,51,51.04,73,72.34,125,3820,23331,8.99,8.85,392.978,"cm",9.05,"INHS_FISH_98278",NA,NA,25.37,25.65,5.47,5.52,1.3,1.3,1.86,1.84,3.18,0.25,1.51,"mm"
"INHS_FISH_98618",141747,"INHS_141747.JPG","98618","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_98618.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10949219,1623,1622.71,425,424.01,107,114.23,117,116.16,209,9643,77448,179.26,-1.7,393.481,"cm",-1.1,"INHS_FISH_98618",NA,NA,41.25,41.24,10.8,10.78,2.72,2.9,2.97,2.95,5.31,0.62,5,"mm"
