"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1"
"INHS_FISH_38783",129685,"INHS_129685.JPG","38783","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38783.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11240332,1602,1602.36,405,406.84,102,102.4,134,133.03,210,12284,70901,1.93,2.36,394.51,"cm",1.94,"INHS_FISH_38783",NA,NA
"INHS_FISH_38815",129699,"INHS_129699.JPG","38815","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_38815.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11176128,1936,1935.01,480,479.23,145,149.65,123,122.2,233,10272,94389,0.68,0.15,394.529,"cm",-0.36,"INHS_FISH_38815",NA,NA
"INHS_FISH_39009",129740,"INHS_129740.JPG","39009","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39009.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11021373,1173,1210.04,285,288.54,80,80.16,90,89.2,160,5637,36213,14.94,14.4,392.946,"cm",14.78,"INHS_FISH_39009",NA,NA
"INHS_FISH_39053",129749,"INHS_129749.JPG","39053","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39053.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11196243,1860,1860.72,415,416.33,122,122.8,122,121.07,218,10150,79390,3.02,2.46,392.854,"cm",2.39,"INHS_FISH_39053",NA,NA
"INHS_FISH_39054",129750,"INHS_129750.JPG","39054","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39054.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11188476,1661,1660.53,407,406.32,110,113.76,129,128,211,11966,74476,179.33,-1.45,394.32,"cm",-0.41,"INHS_FISH_39054",NA,NA
"INHS_FISH_39078",129756,"INHS_129756.JPG","39078","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39078.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11195195,1518,1518.66,340,339.01,79,84.5,116,115.28,184,9573,56127,4.23,2.68,393.169,"cm",3.36,"INHS_FISH_39078",NA,NA
"INHS_FISH_39101",129761,"INHS_129761.JPG","39101","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39101.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10371258,2914,2913.3,671,670.24,198,201.43,189,189.28,324,24553,186055,1.37,0.83,357.064,"cm",0.65,"INHS_FISH_39101",NA,NA
"INHS_FISH_39104",129762,"INHS_129762.JPG","39104","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39104.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11328068,2012,2019.58,402,401.5,112,119.62,116,115.16,243,8439,77930,5.71,5.28,392.223,"cm",5.41,"INHS_FISH_39104",NA,NA
"INHS_FISH_39175",129777,"INHS_129777.JPG","39175","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39175.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10734256,1927,1931.53,484,483.6,148,151.21,127,126.02,238,10859,96266,175.35,-4.34,393.792,"cm",-5.1,"INHS_FISH_39175",NA,NA
"INHS_FISH_39401",129801,"INHS_129801.JPG","39401","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39401.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11077490,1503,1502.21,384,383.06,94,100.3,120,119,200,8950,65554,1.95,0.95,392.953,"cm",0.48,"INHS_FISH_39401",NA,NA
"INHS_FISH_39448",129815,"INHS_129815.JPG","39448","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39448.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11048210,1407,1407.11,328,327.01,75,83.19,113,112,173,8813,47804,178.34,-2.28,392.578,"cm",-2.08,"INHS_FISH_39448",NA,NA
"INHS_FISH_39488",129830,"INHS_129830.JPG","39488","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39488.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10613059,2228,2229.24,554,554.11,177,177.34,163,162.08,284,19754,126031,3.58,2.57,393.874,"cm",3.14,"INHS_FISH_39488",NA,NA
"INHS_FISH_39556",129851,"INHS_129851.JPG","39556","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39556.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10562177,2541,2542.05,534,538.25,144,145,153,152,270,15380,126337,3.06,2.3,367.532,"cm",2.45,"INHS_FISH_39556",NA,NA
"INHS_FISH_39569",129853,"INHS_129853.JPG","39569","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39569.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11211994,3224,3223.25,710,709,210,215.64,210,209.54,351,27520,213565,1.95,0.71,361.421,"cm",1.6,"INHS_FISH_39569",NA,NA
"INHS_FISH_39584",129856,"INHS_129856.JPG","39584","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39584.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11041906,1515,1515.27,341,343.37,87,87.28,104,103.04,179,7373,51982,177.33,-2.35,391.081,"cm",-2.77,"INHS_FISH_39584",NA,NA
"INHS_FISH_39603",129857,"INHS_129857.JPG","39603","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39603.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11130678,2154,2163.71,526,526.93,149,149.01,149,148.03,261,15736,114827,6.97,5.7,399.662,"cm",6.56,"INHS_FISH_39603",NA,NA
"INHS_FISH_40063",129890,"INHS_129890.JPG","40063","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40063.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11256376,1674,1673,378,377,87,94.54,140,139.36,217,13798,72522,179.99,0.07,392.922,"cm",-0.59,"INHS_FISH_40063",NA,NA
"INHS_FISH_40481",129911,"INHS_129911.JPG","40481","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40481.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11318776,1668,1667.06,358,357.4,84,93.91,114,113,215,9537,69386,1.25,0.48,394.299,"cm",0.78,"INHS_FISH_40481",NA,NA
"INHS_FISH_40608",129946,"INHS_129946.JPG","40608","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40608.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10894646,2108,2108.2,535,534,142,146.49,152,151.48,288,16636,127388,3.1,1.93,393.189,"cm",2.2,"INHS_FISH_40608",NA,NA
"INHS_FISH_40755",129992,"INHS_129992.JPG","40755","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40755.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11098298,1521,1576.16,369,373.19,111,111.54,128,127,218,10940,65213,16.75,15.34,393.691,"cm",16.33,"INHS_FISH_40755",NA,NA
"INHS_FISH_40851",130018,"INHS_130018.JPG","40851","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40851.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10157860,1786,1792.25,489,494.51,126,162.74,126,125.14,262,10567,110340,177.07,-5.15,393.941,"cm",-2.81,"INHS_FISH_40851",NA,NA
"INHS_FISH_41403",130142,"INHS_130142.JPG","41403","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41403.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10930908,2478,2478.49,571,570.07,160,161.94,182,181.47,294,21701,140732,2.05,1.99,393.775,"cm",1.59,"INHS_FISH_41403",NA,NA
"INHS_FISH_41657",130198,"INHS_130198.JPG","41657","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41657.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10595322,2528,2527.01,595,595.48,167,174.04,171,170.66,302,19856,158794,1.24,0.14,392.009,"cm",1.13,"INHS_FISH_41657",NA,NA
"INHS_FISH_41686",130203,"INHS_130203.JPG","41686","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41686.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11304340,1937,1966.85,420,423.13,132,133.82,135,134.03,231,13478,79627,10.65,10.16,396.2,"cm",10.5,"INHS_FISH_41686",NA,NA
"INHS_FISH_41708",130206,"INHS_130206.JPG","41708","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41708.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11068732,1667,1668.02,397,396.02,117,117.96,117,116.21,208,9846,68082,3.53,2.82,395.378,"cm",2.6,"INHS_FISH_41708",NA,NA
"INHS_FISH_41709",130207,"INHS_130207.JPG","41709","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41709.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11080112,1719,1718.07,405,404,107,114.59,119,118.02,218,10034,75725,1.24,0.53,395.149,"cm",0.92,"INHS_FISH_41709",NA,NA
"INHS_FISH_4171",122586,"INHS_122586.JPG","4171","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4171.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11402521,1343,1344.26,304,303,83,85.38,92,91.01,172,5906,43050,3.43,3.33,397.605,"cm",3.31,"INHS_FISH_4171",NA,NA
"INHS_FISH_41757",130217,"INHS_130217.JPG","41757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41757.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11028408,1336,1336.05,349,349.05,95,95.08,111,110.02,172,8189,49728,3.38,2.27,395.824,"cm",1.97,"INHS_FISH_41757",NA,NA
"INHS_FISH_41797",130222,"INHS_130222.JPG","41797","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41797.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11069573,2236,2238.11,511,510.17,146,149.05,135,134.06,257,13924,116012,5.45,3.02,375.716,"cm",4.91,"INHS_FISH_41797",NA,NA
"INHS_FISH_41816",130227,"INHS_130227.JPG","41816","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41816.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11162166,1820,1820.27,436,435.04,128,133.52,140,139.01,232,13247,83070,2.85,2.14,392.316,"cm",2.09,"INHS_FISH_41816",NA,NA
"INHS_FISH_4197",122591,"INHS_122591.JPG","4197","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4197.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11350359,1399,1398.79,345,344.05,92,98.79,109,108.02,187,8150,53363,178.51,-1.93,393.56,"cm",-0.89,"INHS_FISH_4197",NA,NA
"INHS_FISH_42535",130403,"INHS_130403.JPG","42535","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42535.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11007271,1232,1231.08,282,282.82,82,84.65,64,63.07,155,3750,38487,0.29,0.65,392.231,"cm",1.24,"INHS_FISH_42535",NA,NA
"INHS_FISH_42877",130485,"INHS_130485.JPG","42877","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42877.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11005860,1521,1526.71,409,408.35,126,126.89,123,122.92,210,10430,71169,5.84,5.37,394.015,"cm",5.72,"INHS_FISH_42877",NA,NA
"INHS_FISH_42931",130499,"INHS_130499.JPG","42931","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42931.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11090959,1676,1678.29,411,410.06,116,124.42,119,118.27,202,9724,71902,5.52,3.59,396.819,"cm",4.92,"INHS_FISH_42931",NA,NA
"INHS_FISH_42960",130508,"INHS_130508.JPG","42960","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42960.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10939192,1189,1197.56,294,293.68,88,88.05,97,96.42,157,6619,36787,8.98,7.24,392.45,"cm",7.41,"INHS_FISH_42960",NA,NA
"INHS_FISH_42961",130509,"INHS_130509.JPG","42961","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42961.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11236009,1623,1640.1,394,393.93,123,125.51,122,121.26,219,10814,71495,9.83,8.52,393.199,"cm",10.11,"INHS_FISH_42961",NA,NA
"INHS_FISH_42999",130516,"INHS_130516.JPG","42999","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42999.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10971963,1708,1714.86,381,387.14,117,120.07,114,113.04,206,9326,66235,5.29,5.49,394.175,"cm",5.26,"INHS_FISH_42999",NA,NA
"INHS_FISH_43025",130520,"INHS_130520.JPG","43025","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43025.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11213008,1127,1131.76,258,257.01,59,61.4,83,82.73,139,4963,29933,175.28,-5.78,392.421,"cm",-5.77,"INHS_FISH_43025",NA,NA
"INHS_FISH_43026",130521,"INHS_130521.JPG","43026","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43026.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065212,1578,1577.04,387,386.33,122,124.34,120,120.51,219,10479,71163,2.14,0.4,396.283,"cm",2.05,"INHS_FISH_43026",NA,NA
"INHS_FISH_44640",130728,"INHS_130728.JPG","44640","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_44640.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10997418,1914,1961.39,443,444.71,135,135.83,129,128,258,11474,92839,13.79,12.75,395.654,"cm",13.12,"INHS_FISH_44640",NA,NA
"INHS_FISH_4498",122689,"INHS_122689.JPG","4498","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4498.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194768,1100,1105.75,289,289.56,73,73.11,102,101,158,6708,38076,8.91,6.33,395.871,"cm",8.26,"INHS_FISH_4498",NA,NA
"INHS_FISH_45001",130859,"INHS_130859.JPG","45001","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45001.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10879717,2193,2192.3,525,524.46,155,170.07,146,145.03,309,15479,137188,179.61,-0.94,397.056,"cm",-0.39,"INHS_FISH_45001",NA,NA
"INHS_FISH_45251",130933,"INHS_130933.JPG","45251","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45251.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10929580,1674,1677.02,350,354.12,79,111.02,104,103.17,115,7715,58217,177.81,-3.97,395.248,"cm",-2.82,"INHS_FISH_45251",NA,NA
"INHS_FISH_45480",130977,"INHS_130977.JPG","45480","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45480.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10936760,2149,2157.2,525,528.65,137,137.62,148,147.09,264,16137,109706,7.77,5.29,391.94,"cm",5.69,"INHS_FISH_45480",NA,NA
"INHS_FISH_45484",130978,"INHS_130978.JPG","45484","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45484.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10127399,2047,2046,535,534.79,164,166.05,144,143.13,294,14196,130170,1.25,0.11,391.838,"cm",1.05,"INHS_FISH_45484",NA,NA
"INHS_FISH_45487",130979,"INHS_130979.JPG","45487","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45487.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9589318,1558,1558.76,385,389.63,113,139.62,95,94.13,128,5251,61233,178.29,-2.72,392.381,"cm",-1.94,"INHS_FISH_45487",NA,NA
"INHS_FISH_45623",131007,"INHS_131007.JPG","45623","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45623.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10694012,2181,2181.47,510,509.88,154,157.09,164,164.22,266,17155,114928,2.52,2.1,394.01,"cm",1.92,"INHS_FISH_45623",NA,NA
"INHS_FISH_45637",131010,"INHS_131010.JPG","45637","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45637.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10182577,1757,1757.32,438,437.77,114,119.85,126,125.14,210,10633,75703,178.01,-2.22,396.659,"cm",-2.66,"INHS_FISH_45637",NA,NA
"INHS_FISH_45640",131013,"INHS_131013.JPG","45640","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45640.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10782767,2331,2344.24,540,539.18,151,155.71,163,162.01,277,17762,123232,8.05,6.32,356.539,"cm",7.41,"INHS_FISH_45640",NA,NA
"INHS_FISH_45655",131017,"INHS_131017.JPG","45655","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45655.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10990942,1655,1656.23,420,420.22,120,122.78,124,123.79,222,11323,74757,5.32,2.98,392.036,"cm",3.68,"INHS_FISH_45655",NA,NA
"INHS_FISH_45686",131025,"INHS_131025.JPG","45686","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45686.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10953664,1118,1118.61,295,294.24,75,79.38,97,96,157,6401,38822,5.63,3.07,394.443,"cm",5.26,"INHS_FISH_45686",NA,NA
"INHS_FISH_46162",131145,"INHS_131145.JPG","46162","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46162.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10361610,2366,2365.14,516,515.31,140,153.52,148,147.05,292,14606,128030,0.65,-0.63,338.877,"cm",-0.39,"INHS_FISH_46162",NA,NA
"INHS_FISH_46357",131219,"INHS_131219.JPG","46357","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46357.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11447805,1697,1708.71,388,387.19,97,103.46,128,127.14,236,10685,79900,9.13,6.99,395.714,"cm",8.29,"INHS_FISH_46357",NA,NA
"INHS_FISH_46468",131248,"INHS_131248.JPG","46468","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10887333,1220,1219.12,291,290,72,72.01,100,99.01,164,6578,42139,178.81,-0.8,393.073,"cm",-1.3,"INHS_FISH_46468",NA,NA
"INHS_FISH_46547",131272,"INHS_131272.JPG","46547","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46547.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11387373,1687,1695.79,399,398.28,109,112.54,136,135.09,235,11869,76259,6.79,6.16,392.463,"cm",6.62,"INHS_FISH_46547",NA,NA
"INHS_FISH_47012",131389,"INHS_131389.JPG","47012","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47012.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11128783,2183,2182.55,453,452,121,129.45,140,139.06,257,13274,102792,2.08,1.29,397.509,"cm",1.5,"INHS_FISH_47012",NA,NA
"INHS_FISH_47082",131403,"INHS_131403.JPG","47082","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47082.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9272444,1310,1311.76,330,329.61,85,89.19,98,97.13,185,7222,54715,176.02,-3.72,391.759,"cm",-5.14,"INHS_FISH_47082",NA,NA
"INHS_FISH_47084",131404,"INHS_131404.JPG","47084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47084.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10531972,1396,1397.47,319,319.51,82,101.02,83,82.49,101,4705,45741,177.79,-3.4,393.04,"cm",-3.36,"INHS_FISH_47084",NA,NA
"INHS_FISH_47091",131405,"INHS_131405.JPG","47091","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47091.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10493220,2087,2086.65,456,455.63,126,134.83,143,142.06,259,14488,97158,2.09,1.43,363.701,"cm",1.15,"INHS_FISH_47091",NA,NA
"INHS_FISH_47856",131617,"INHS_131617.JPG","47856","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47856.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10974752,1826,1825.46,426,429.94,112,115.21,138,137.06,220,13511,76548,0.88,1.29,363.122,"cm",0.16,"INHS_FISH_47856",NA,NA
"INHS_FISH_48404",131761,"INHS_131761.JPG","48404","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48404.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10292676,1609,1608.21,411,411.1,110,110.16,121,120,222,11081,76942,179,-0.93,390.954,"cm",-2.08,"INHS_FISH_48404",NA,NA
"INHS_FISH_48405",131762,"INHS_131762.JPG","48405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48405.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10415646,1552,1576.43,399,398.01,117,124.65,105,104.17,216,6602,74310,14.14,10.3,392.704,"cm",12.44,"INHS_FISH_48405",NA,NA
"INHS_FISH_48421",131767,"INHS_131767.JPG","48421","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48421.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755441,1948,1947.45,486,486.57,142,144.36,135,134,260,12272,105516,1.14,1.24,393.64,"cm",0.03,"INHS_FISH_48421",NA,NA
"INHS_FISH_48601",131819,"INHS_131819.JPG","48601","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48601.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10151392,2162,2162.07,553,552.29,145,158.5,151,150.12,299,16232,142089,178.04,-1.8,391.058,"cm",-2.33,"INHS_FISH_48601",NA,NA
"INHS_FISH_48618",131825,"INHS_131825.JPG","48618","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48618.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11580989,1830,1835.22,452,451.13,118,121.05,132,131.06,220,11637,82096,175.11,-4.72,394.542,"cm",-4.62,"INHS_FISH_48618",NA,NA
"INHS_FISH_48641",131831,"INHS_131831.JPG","48641","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48641.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11073948,2085,2084.05,446,445,103,109.79,148,147.03,244,15598,93318,2.12,0.38,392.061,"cm",0.62,"INHS_FISH_48641",NA,NA
"INHS_FISH_49726",131922,"INHS_131922.JPG","49726","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49726.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11282398,1627,1628.66,389,388.94,107,107.3,112,111.16,204,8505,68338,4.6,3.27,391.761,"cm",3.51,"INHS_FISH_49726",NA,NA
"INHS_FISH_49736",131923,"INHS_131923.JPG","49736","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49736.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10236583,3350,3351.37,718,717.71,211,230.18,206,205.24,366,25961,217884,177.96,-2.15,329.983,"cm",-2.49,"INHS_FISH_49736",NA,NA
"INHS_FISH_49923",131981,"INHS_131981.JPG","49923","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49923.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10974834,1100,1118.14,288,287.77,70,70.26,96,95.02,158,6523,39782,12.57,10.62,394.993,"cm",11.23,"INHS_FISH_49923",NA,NA
"INHS_FISH_50050",132017,"INHS_132017.JPG","50050","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50050.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10994938,2098,2097.13,474,473.66,135,138.08,135,134.37,247,12807,99896,1.61,0.63,394.594,"cm",1.01,"INHS_FISH_50050",NA,NA
"INHS_FISH_50068",132021,"INHS_132021.JPG","50068","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50068.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11121364,2180,2181.48,539,538.73,155,155.32,173,172.1,281,22566,121459,3.86,2.73,392.461,"cm",3.35,"INHS_FISH_50068",NA,NA
"INHS_FISH_50071",132024,"INHS_132024.JPG","50071","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50071.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9915529,1254,1253.34,288,287.11,76,85.88,95,94.34,164,6096,41847,0.39,-1.33,391.76,"cm",-1.1,"INHS_FISH_50071",NA,NA
"INHS_FISH_50103",132030,"INHS_132030.JPG","50103","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50103.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10814033,1781,1781.34,424,423.57,119,125.87,119,118.15,226,9262,77870,178.91,-2.22,394.441,"cm",-2.09,"INHS_FISH_50103",NA,NA
"INHS_FISH_50104",132031,"INHS_132031.JPG","50104","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50104.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065141,1447,1480.98,395,397.42,120,120.34,114,113.11,213,9745,69501,14.85,12.48,396.228,"cm",14.49,"INHS_FISH_50104",NA,NA
"INHS_FISH_50378",132118,"INHS_132118.JPG","50378","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50378.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11259765,1034,1053.14,263,262.84,58,58.31,93,92.02,148,5546,35456,13.93,11.22,396.659,"cm",12.87,"INHS_FISH_50378",NA,NA
"INHS_FISH_51451",132411,"INHS_132411.JPG","51451","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51451.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11004924,1822,1824.44,479,480.11,151,151.85,136,135.13,271,14383,104149,4.29,3.52,392.646,"cm",4.59,"INHS_FISH_51451",NA,NA
"INHS_FISH_51491",132426,"INHS_132426.JPG","51491","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51491.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11092286,2188,2190.07,519,518.6,151,154.78,145,144.12,279,14322,116324,3.23,3.04,393.759,"cm",3.31,"INHS_FISH_51491",NA,NA
"INHS_FISH_51678",132462,"INHS_132462.JPG","51678","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51678.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11113006,1980,1996.4,441,447.95,123,123.58,126,125.26,229,10741,86195,8.97,7.57,391.682,"cm",8.51,"INHS_FISH_51678",NA,NA
